Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Penjualan,Beban Umum Dan Administrasi,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2018,294679753982.000000,-237307044562.000000,57372709420.000000,-15437579729.000000,-4099827125.000000,-11337752604.000000,-15437579729.000000,41935129691.000000,-12521152429.000000,-12521152429.000000,-12521152429.000000,29413977262.000000,-7975811732.000000,20758038379.000000,138299142.000000,20896337521.000000,20758038379.000000,20758038379.000000,,20758038379.000000,20896337521.000000,20896337521.000000,,20896337521.000000
12M 2019,459995927543.0,-383465554908.0,76530372635.0,-18145590548.0,-5318499332.0,-12827091216.0,-18145590548.0,58384782087.0,-17910766379.0,-17910766379.0,-17910766379.0,40474015708.0,-10959147412.0,29514868296.0,376443431.0,29891311727.0,29514868296.0,29452316595.0,62551701.0,29514868296.0,29891311727.0,29826855502.0,64456225.0,29891311727.0
12M 2020,411798065773.0,-341019545555.0,70778520218.0,-20153638748.0,-5208999696.0,-14944639052.0,-20153638748.0,50624881470.0,-17924618586.0,-17924618586.0,-17924618586.0,32700262884.0,-6203270934.0,26496991950.0,-617271720.0,25879720230.0,26496991950.0,26465223823.0,31768127.0,26496991950.0,25879720230.0,25852231989.0,27488241.0,25879720230.0
12M 2021,448363550268.0,-381818269064.0,66545281204.0,-19140875985.0,-3308118714.0,-15832757271.0,-19140875985.0,47404405219.0,-14756967944.0,-14756967944.0,-14756967944.0,32647437275.0,-7401722626.0,25245714649.0,741782622.0,25987497271.0,25245714649.0,25183425055.0,62289594.0,25245714649.0,25987497271.0,25920228082.0,67269189.0,25987497271.0
12M 2022,487151646729.0,-408009478746.0,79142167983.0,-18886842786.0,-1725911677.0,-17160931109.0,-18886842786.0,60255325197.0,-5845620450.0,-5845620450.0,-5845620450.0,54409704747.0,-12069399606.0,42340305141.0,-1186805019.0,41153500122.0,42340305141.0,42163332291.0,176972850.0,42340305141.0,41153500122.0,40989227416.0,164272706.0,41153500122.0
12M 2023,452366964787.0,-392929691921.0,59437272866.0,-21471713557.0,-3102083865.0,-18369629692.0,-21471713557.0,37965559309.0,-10193666355.0,-10193666355.0,-10193666355.0,27771892954.0,-6501944433.0,21269948521.0,1831401862.0,23101350383.0,21269948520.0,21228011135.0,41937385.0,21269948520.0,23101350382.0,23047294897.0,54055485.0,23101350382.0
12M 2024,501286759369.0,-461294232777.0,39992526592.0,-32113959494.0,-6661022723.0,-25452936771.0,-32113959494.0,7878567098.0,-1403407710.0,-1403407710.0,-1403407710.0,6475159388.0,-1755021478.0,4720137910.0,-380273434.0,4339864476.0,4720137912.0,4703739327.0,16398585.0,4720137912.0,4339864479.0,4325022541.0,14841938.0,4339864479.0
