Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2018,(71 B),(7 B),(78 B),-7796209.00
12M 2019,(1 B),(3 B),(4 B),-1.99
12M 2020,(15 B),(1 B),(16 B),-8.04
12M 2021,14 B,(1 B),13 B,6.54
12M 2022,(14 B),(3 B),(17 B),-8.56
12M 2023,(13 B),(1 B),(15 B),-5.98
12M 2024,38 B,(1 B),37 B,14.96
