Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2018,(4 B),(0 B),(5 B),-47516274.80
12M 2019,(9 B),(0 B),(10 B),-96124351.86
12M 2020,(0 B),(0 B),(0 B),-4230816.09
12M 2021,(78 B),(15 B),(93 B),-24.97
12M 2022,(42 B),(1 B),(43 B),-8.19
12M 2023,9 B,(4 B),5 B,0.99
12M 2024,9 B,(4 B),5 B,0.96
