Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Tetap,Aset Pajak Tangguhan,Investasi Pada Entitas Asosiasi,Aset Tak Berwujud,Goodwill,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Utang Lain-Lain,Utang Pajak,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank Jangka Pendek,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Liabilitas Pajak Tangguhan,Utang Lain-Lain,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2018,,,2049299693000.000000,105158399000.000000,91426938000.000000,13731461000.000000,105158399000.000000,123444711000.000000,55823701000.000000,67621010000.000000,123444711000.000000,,219502804000.000000,2497405607000.000000,,536139184000.000000,,1064214000.000000,4057017000.000000,,29434573000.000000,570694988000.000000,3068100595000.000000,,,1080147141000.000000,,103922598000.000000,30897668000.000000,134820266000.000000,,517070654000.000000,70627296000.000000,587697950000.000000,11975712000.000000,282841485000.000000,,,,,62811728000.000000,1080147141000.000000,28074741000.000000,,,,,,28074741000.000000,28074741000.000000,1108221882000.000000,,7246789000.000000,5410293507000.000000,-3507618771000.000000,192000.000000,49956996000.000000,1959878713000.000000,3068100595000.000000,7246789.000000
12M 2019,,,883986972000.000000,356956944000.000000,335008280000.000000,21948664000.000000,356956944000.000000,41595333000.000000,39291340000.000000,2303993000.000000,41595333000.000000,,160069319000.000000,1442608568000.000000,,451566793000.000000,,183000000.000000,3073715000.000000,,156220655000.000000,611044163000.000000,2053652731000.000000,,,830539715000.000000,,60110591000.000000,1970103000.000000,62080694000.000000,,233022963000.000000,30404427000.000000,263427390000.000000,4862492000.000000,400482327000.000000,,,,,99686812000.000000,830539715000.000000,67926791000.000000,,,,,,67926791000.000000,67926791000.000000,898466506000.000000,,1417372911000.000000,6004734202000.000000,-6302968771000.000000,,36047883000.000000,1155186225000.000000,2053652731000.000000,7797926.000000
12M 2020,,,1484437936000.000000,165721265000.000000,149534383000.000000,16186882000.000000,165721265000.000000,11205602000.000000,11205602000.000000,,11205602000.000000,,108450502000.000000,1769815305000.000000,,271552233000.000000,477792167000.000000,,2268878000.000000,,72228854000.000000,823842132000.000000,2593657437000.000000,,,881991424000.000000,,61221316000.000000,10970831000.000000,72192147000.000000,,237570895000.000000,63483462000.000000,301054357000.000000,5814866000.000000,378095994000.000000,,17208636000.000000,17208636000.000000,,107625424000.000000,881991424000.000000,103830345000.000000,,51000328000.000000,51000328000.000000,,,52830017000.000000,103830345000.000000,985821769000.000000,,2508277911000.000000,6623547557000.000000,-7654886018000.000000,10609429000.000000,120286789000.000000,1607835668000.000000,2593657437000.000000,8161561.000000
12M 2021,,,24700386748000.000000,53679289000.000000,51584132000.000000,2095157000.000000,53679289000.000000,54791517000.000000,54791517000.000000,,54791517000.000000,1272646000.000000,1038634946000.000000,25848765146000.000000,,69191949000.000000,294948021000.000000,,63470194000.000000,215710360000.000000,123464287000.000000,766784811000.000000,26615549957000.000000,,,3007454642000.000000,,108895233000.000000,5578051000.000000,114473284000.000000,,260990635000.000000,36584457000.000000,297575092000.000000,10932901000.000000,437551261000.000000,,22138562000.000000,22138562000.000000,2000000000000.000000,124783542000.000000,3007454642000.000000,112476566000.000000,,32675044000.000000,32675044000.000000,3742135000.000000,,76059387000.000000,112476566000.000000,3119931208000.000000,,5153100968000.000000,27535082984000.000000,-9327845361000.000000,25961463000.000000,109318695000.000000,23495618749000.000000,26615549957000.000000,103062019354.000000
12M 2022,,,16256067299000.000000,69269101000.000000,66097908000.000000,3171193000.000000,69269101000.000000,192691465000.000000,192691465000.000000,,192691465000.000000,71006165000.000000,5416253445000.000000,22005287475000.000000,,23115330000.000000,4784165000.000000,776188893000.000000,40617234000.000000,309176431000.000000,4247235295000.000000,5401117348000.000000,27406404823000.000000,,,808855817000.000000,,75601943000.000000,3069936000.000000,78671879000.000000,,191684177000.000000,161876000.000000,191846053000.000000,14156394000.000000,296445373000.000000,,39229035000.000000,39229035000.000000,,188507083000.000000,808855817000.000000,99065549000.000000,,25777242000.000000,25777242000.000000,729441000.000000,323486000.000000,72235380000.000000,99065549000.000000,907921366000.000000,,5153323873000.000000,27534860079000.000000,-7344215356000.000000,11065401000.000000,1143449460000.000000,26498483457000.000000,27406404823000.000000,103066477454.000000
12M 2023,,,15180264699000.000000,126570912000.000000,126149398000.000000,421514000.000000,126570912000.000000,178245276000.000000,178092207000.000000,153069000.000000,178245276000.000000,106155305000.000000,4497544354000.000000,20088780546000.000000,,17486752000.000000,9019614000.000000,760531460000.000000,210503623000.000000,239834885000.000000,4798620248000.000000,6035996582000.000000,26124777128000.000000,,,714125517000.000000,,78910176000.000000,50481000.000000,78960657000.000000,,182687355000.000000,5000000.000000,182692355000.000000,37233567000.000000,289335440000.000000,,30223267000.000000,30223267000.000000,,95680231000.000000,714125517000.000000,77903495000.000000,,8304829000.000000,8304829000.000000,204482000.000000,3949736000.000000,65444448000.000000,77903495000.000000,792029012000.000000,,5154998353000.000000,27505276113000.000000,-8709571394000.000000,24371173000.000000,1357673871000.000000,25332748116000.000000,26124777128000.000000,103099967067.000000
12M 2024,,,11227560008000.000000,69973503000.000000,55341892000.000000,14631611000.000000,69973503000.000000,240979278000.000000,240029303000.000000,949975000.000000,240979278000.000000,157077905000.000000,6141550970000.000000,17837141664000.000000,,22104569000.000000,11343772000.000000,813755365000.000000,154209509000.000000,159327916000.000000,5797156195000.000000,6957897326000.000000,24795038990000.000000,,,1026213794000.000000,,43358309000.000000,5328082000.000000,48686391000.000000,,183856114000.000000,5000000.000000,183861114000.000000,23857126000.000000,648082579000.000000,,25817661000.000000,25817661000.000000,,95908923000.000000,1026213794000.000000,68029387000.000000,,13063044000.000000,13063044000.000000,490430000.000000,3643424000.000000,50832489000.000000,68029387000.000000,1094243181000.000000,,5156081808000.000000,27504192658000.000000,-10256307357000.000000,8950699000.000000,1287878001000.000000,23700795809000.000000,24795038990000.000000,103121636167.000000
