Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Penjualan,Beban Umum Dan Administrasi,Others,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Pendapatan Keuangan,Beban Keuangan,Bagian Atas Hasil Bersih Entitas Asosiasi,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Final,Total Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2018,291907495000.000000,,291907495000.000000,-2575203160000.000000,-1997156584000.000000,-736789316000.000000,158742740000.000000,-2575203160000.000000,-2283295665000.000000,50070064000.000000,50408624000.000000,-299951000.000000,-38609000.000000,50070064000.000000,-2233225601000.000000,-10194728000.000000,,,-10194728000.000000,-2243420329000.000000,9199101000.000000,-2234221228000.000000,-2243420329000.000000,-2243420328000.000000,-1000.000000,-2243420329000.000000,-2234221228000.000000,-2234221227000.000000,-1000.000000,-2234221228000.000000
12M 2019,1076603891000.000000,-267876489000.000000,808727402000.000000,-3650106947000.000000,-2322629532000.000000,-1267375541000.000000,-60101874000.000000,-3650106947000.000000,-2841379545000.000000,46029545000.000000,46400288000.000000,-370743000.000000,,46029545000.000000,-2795350000000.000000,,,,,-2795350000000.000000,-21541756000.000000,-2816891756000.000000,-2795350000000.000000,-2795350000000.000000,,-2795350000000.000000,-2816891756000.000000,-2816891756000.000000,,-2816891756000.000000
12M 2020,1351664460000.000000,-123260464000.000000,1228403996000.000000,-3066077823000.000000,-1519717878000.000000,-1497479742000.000000,-48880203000.000000,-3066077823000.000000,-1837673827000.000000,5531083000.000000,14078258000.000000,-8547175000.000000,,5531083000.000000,-1832142744000.000000,483100591000.000000,,,483100591000.000000,-1349042153000.000000,32684398000.000000,-1316357755000.000000,-1349042153000.000000,-1349041582000.000000,-571000.000000,-1349042153000.000000,-1316357755000.000000,-1316357184000.000000,-571000.000000,-1316357755000.000000
12M 2021,1869122325000.000000,-441425078000.000000,1427697247000.000000,-3136983987000.000000,-1639532736000.000000,-1452156457000.000000,-45294794000.000000,-3136983987000.000000,-1709286740000.000000,208306553000.000000,226611979000.000000,-18305426000.000000,,208306553000.000000,-1500980187000.000000,-174763548000.000000,,,-174763548000.000000,-1675743735000.000000,360492000.000000,-1675383243000.000000,-1675743735000.000000,-1672959343000.000000,-2784392000.000000,-1675743735000.000000,-1675383243000.000000,-1672650007000.000000,-2733236000.000000,-1675383243000.000000
12M 2022,3618366163000.000000,-2559910005000.000000,1058456158000.000000,701136428000.000000,-1027865077000.000000,-2544545797000.000000,4273547302000.000000,701136428000.000000,1759592586000.000000,510616362000.000000,541043541000.000000,-7078053000.000000,-23349126000.000000,510616362000.000000,2270208948000.000000,-292615433000.000000,,,-292615433000.000000,1977593515000.000000,8308711000.000000,1985902226000.000000,1977593515000.000000,1983630005000.000000,-6036490000.000000,1977593515000.000000,1985902226000.000000,1992183681000.000000,-6281455000.000000,1985902226000.000000
12M 2023,4438268980000.0,-3387568834000.0,1050700146000.0,-3179689215000.0,-518432038000.0,-1348631356000.0,-1312625821000.0,-3179689215000.0,-2128989069000.0,786169355000.0,822543380000.0,-5496698000.0,-30877327000.0,786169355000.0,-1342819714000.0,-34723995000.0,-34615209000.0,-108786000.0,-34723995000.0,-1377543709000.0,52747838000.0,-1324795871000.0,-1377543709000.0,-1365356038000.0,-12187671000.0,-1377543709000.0,-1324795871000.0,-1312612442000.0,-12183429000.0,-1324795871000.0
12M 2024,4460266085000.0,-3743583300000.0,716682785000.0,-3229371667000.0,-328435496000.0,-1450637546000.0,-1450298625000.0,-3229371667000.0,-2512688882000.0,983063377000.0,1037209129000.0,-4671022000.0,-49474730000.0,983063377000.0,-1529625505000.0,-18837962000.0,-18782511000.0,-55451000.0,-18837962000.0,-1548463467000.0,-99508182000.0,-1647971649000.0,-1548463467000.0,-1546735987000.0,-1727480000.0,-1548463467000.0,-1647971649000.0,-1646254837000.0,-1716812000.0,-1647971649000.0
