Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Penjualan,Beban Umum Dan Administrasi,Adjustment,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Pendapatan Keuangan,Beban Keuangan,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Pajak Tangguhan,Total Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2019,21026405021.000000,-6835284048.000000,14191120973.000000,-15990806966.000000,-959122009.000000,-15031684957.000000,,-15990806966.000000,-1799685993.000000,1457145033.000000,7053697.000000,-11965054.000000,1462056390.000000,1457145033.000000,-342540960.000000,-363206348.000000,-131458198.000000,-231748150.000000,-363206348.000000,-705747308.000000,,-705747308.000000,-705747308.000000,-705747308.000000,,-705747308.000000,-705747308.000000,-705747308.000000,,-705747308.000000
12M 2020,11675311488.000000,-3720301201.000000,7955010287.000000,-8209133809.000000,-166760815.000000,-8042372994.000000,,-8209133809.000000,-254123522.000000,881870929.000000,4077426.000000,-6924857.000000,884718360.000000,881870929.000000,627747407.000000,-358603311.000000,-93525281.000000,-265078030.000000,-358603311.000000,269144096.000000,,269144096.000000,269144096.000000,269144096.000000,,269144096.000000,269144096.000000,269144096.000000,,269144096.000000
12M 2021,14441000709.000000,-5124716376.000000,9316284333.000000,-9668693860.000000,,-9668693860.000000,,-9668693860.000000,-352409527.000000,896001900.000000,47299884.000000,-474565662.000000,1323267678.000000,896001900.000000,543592373.000000,-285474266.000000,-123815134.000000,-161659132.000000,-285474266.000000,258118107.000000,,258118107.000000,258118107.000000,258118107.000000,,258118107.000000,258118107.000000,258118107.000000,,258118107.000000
12M 2022,66140071647.000000,-27158149548.000000,38981922099.000000,-33738921651.000000,,-33738921651.000000,,-33738921651.000000,5243000448.000000,2325126621.000000,59845635.000000,-916130663.000000,3181411649.000000,2325126621.000000,7568127069.000000,-1862813882.000000,-1830517040.000000,-32296842.000000,-1862813882.000000,5705313187.000000,-316344512.000000,5388968675.000000,5705313187.000000,5705313187.000000,,5705313187.000000,5388968675.000000,5388968675.000000,,5388968675.000000
12M 2023,100890452475.000000,-41828165397.000000,59062287078.000000,-65870793155.000000,,-65870793155.000000,,-65870793155.000000,-6808506077.000000,8009205858.000000,84221276.000000,-2808400542.000000,10733385124.000000,8009205858.000000,1200699781.000000,-626901937.000000,-481074960.000000,-145826977.000000,-626901937.000000,573797844.000000,519210323.000000,1093008167.000000,573797844.000000,573797844.000000,,573797844.000000,1093008167.000000,1093008167.000000,,1093008167.000000
12M 2024,100679408022.000000,-35764616803.000000,64914791219.000000,-85185143756.000000,,-85185143756.000000,,-85185143756.000000,-20270352537.000000,4684693588.000000,34867556.000000,-3130748669.000000,7780574701.000000,4684693588.000000,-15585658949.000000,1802170485.000000,,1802170485.000000,1802170485.000000,-13783488464.000000,1013020867.000000,-12770467597.000000,-13783488464.000000,-12615468778.000000,-1168019686.000000,-13783488464.000000,-12770467597.000000,-11652569590.000000,-1117898007.000000,-12770467597.000000
