Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2016,,,,,,,,,,,,,,,1.36
12M 2017,,509.74,293.87,215.87,,,0.72,0.88,119.85,89.78,0.12,0.11,8.49,8.49,1.05
12M 2018,0.08,713.49,247.84,465.73,4587.22,4587.22,0.51,0.44,95.67,93.37,0.12,0.12,0.6,0.6,2.97
12M 2019,60.55,1754.1,645.0,1169.65,6.03,3.02,0.21,0.23,23.88,17.46,0.05,0.05,0.29,0.29,3.06
12M 2020,81.74,2611.92,792.38,1901.28,4.47,9.71,0.14,0.15,12.74,12.54,0.04,0.04,0.27,0.27,3.34
