Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,0.67,209.97,0.67,209.97,448 B,373 B,821 B,742 B,(73 B)
12M 2009,0.86,238.55,0.86,238.55,468 B,180 B,649 B,635 B,(120 B)
12M 2010,1.24,266.11,1.24,266.11,539 B,367 B,906 B,861 B,(327 B)
12M 2011,1.73,288.49,1.73,288.49,"2,035 B",290 B,"2,325 B","2,281 B","(1,357 B)"
12M 2012,1.15,391.36,1.15,390.79,527 B,"1,177 B","1,704 B","1,254 B",467 B
12M 2013,0.79,496.50,0.79,495.93,685 B,"1,720 B","2,405 B","1,982 B",722 B
12M 2014,0.83,505.96,0.83,503.87,789 B,"1,785 B","2,574 B","2,038 B",892 B
12M 2015,0.68,517.57,0.68,517.07,959 B,"1,623 B","2,581 B","2,052 B",487 B
12M 2016,0.55,494.61,0.55,494.61,"1,171 B","1,540 B","2,711 B","2,523 B",104 B
12M 2017,0.58,485.97,0.58,485.97,"1,182 B","1,686 B","2,868 B","2,704 B",(123 B)
12M 2018,1.48,485.01,1.48,485.01,"1,462 B","1,384 B","2,846 B","2,731 B",190 B
12M 2019,1.56,295.77,1.56,295.77,123 B,"2,306 B","2,428 B","2,367 B",786 B
12M 2020,2.80,355.21,2.80,355.21,368 B,"1,618 B","1,985 B","1,960 B",745 B
12M 2021,13.59,432.45,13.59,432.45,485 B,"1,241 B","1,726 B","1,619 B","1,316 B"
12M 2022,3.84,551.53,3.86,549.41,702 B,0 B,703 B,668 B,799 B
12M 2023,5.95,640.56,5.96,638.99,10 B,13 B,22 B,(443 B),"1,902 B"
12M 2024,8.92,694.88,8.94,693.37,6 B,11 B,17 B,(794 B),"2,404 B"
