Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Berelasi,Pihak Ketiga,Total Piutang Usaha,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Tetap,Piutang Lain-Lain,Pihak Berelasi,Total Piutang Lain-Lain,Aset Pajak Tangguhan,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Utang Pajak,Beban Akrual,Utang Bank Jangka Pendek,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Pembiayaan Konsumen,Utang Bank,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Pihak Berelasi,Adjustment,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Pembiayaan Konsumen,Utang Bank,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Pihak Berelasi,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2017,,,1862947055.000000,111727537888.000000,,,111727537888.000000,114051655.000000,,114051655.000000,114051655.000000,47794434306.000000,84472902.000000,161583443806.000000,,49437992622.000000,19596714825.000000,19596714825.000000,19596714825.000000,1959442728.000000,,70994150175.000000,232577593981.000000,,,137852163919.000000,7971001622.000000,316730365.000000,,129188627259.000000,,375804673.000000,,375804673.000000,,,137852163919.000000,33131579742.000000,,65288166.000000,,65288166.000000,30000000000.000000,3066291576.000000,33131579742.000000,170983743661.000000,,8065000000.000000,,53531487623.000000,,53531487623.000000,53531487623.000000,-2637303.000000,61593850320.000000,232577593981.000000,1613.000000
12M 2018,,,3860556877.000000,109563973034.000000,,,109563973034.000000,156546625.000000,,156546625.000000,156546625.000000,52597358554.000000,64212048.000000,166242647138.000000,,64457512236.000000,19596714825.000000,19596714825.000000,19596714825.000000,2120902756.000000,,86175129817.000000,252417776955.000000,,,148039933440.000000,16986087285.000000,382019288.000000,,129822109640.000000,,97654727.000000,752062500.000000,849717227.000000,,,148039933440.000000,36830671290.000000,,80219157.000000,3258937500.000000,3339156657.000000,30000000000.000000,3491514633.000000,36830671290.000000,184870604730.000000,,8065000000.000000,,59487924501.000000,,59487924501.000000,59487924501.000000,-5752276.000000,67547172225.000000,252417776955.000000,1613.000000
12M 2019,,,680053628.000000,132963719781.000000,,,132963719781.000000,137868974.000000,,137868974.000000,137868974.000000,45511863437.000000,9588901866.000000,188882407686.000000,,100692407708.000000,19596714825.000000,19596714825.000000,19596714825.000000,2314322662.000000,,122603445195.000000,311485852881.000000,,,144511467842.000000,6364741801.000000,3905908305.000000,,124822109640.000000,,312749224.000000,9105958872.000000,9418708096.000000,,,144511467842.000000,27371803440.000000,,470751183.000000,23116664628.000000,23587415811.000000,,3784387629.000000,27371803440.000000,171883271282.000000,,129609432000.000000,,10002969634.000000,1613000076.000000,8389969558.000000,10002969634.000000,-9820035.000000,139602581599.000000,311485852881.000000,2592188640.000000
12M 2020,,,1978115949.000000,135384342034.000000,,,135384342034.000000,297684533.000000,,297684533.000000,297684533.000000,67611956757.000000,9622902115.000000,214895001388.000000,,101060162363.000000,,,,2946561564.000000,,104006723927.000000,318901725315.000000,,,155450290708.000000,15692121015.000000,2790518259.000000,,127156878560.000000,,305709566.000000,9505063308.000000,9810772874.000000,,,155450290708.000000,18500100745.000000,,257625875.000000,13611601320.000000,13869227195.000000,,4630873550.000000,18500100745.000000,173950391453.000000,,129609432000.000000,,13300140289.000000,,,13300140289.000000,2041761573.000000,144951333862.000000,318901725315.000000,2592188640.000000
12M 2021,,,4436777885.000000,141818286815.000000,525253338.000000,141293033477.000000,141818286815.000000,81436276.000000,,81436276.000000,81436276.000000,76193237846.000000,1375920606.000000,223905659428.000000,,171376624846.000000,,,,3112524024.000000,,174489148870.000000,398394808298.000000,,,177469733361.000000,39149882005.000000,5028413344.000000,137297745.000000,124499926434.000000,,169150525.000000,8485063308.000000,8654213833.000000,,,177469733361.000000,10358164686.000000,,88475350.000000,5126538012.000000,5215013362.000000,,5143151324.000000,10358164686.000000,187827898047.000000,,162011792000.000000,28928827008.000000,19646299834.000000,3753526629.000000,15892773205.000000,19646299834.000000,-20008591.000000,210566910251.000000,398394808298.000000,3240235840.000000
12M 2022,,,509068058.000000,106406520486.000000,4990506666.000000,101416013820.000000,106406520486.000000,245840497.000000,,245840497.000000,245840497.000000,52234438475.000000,2068432803.000000,161464300319.000000,,194266122823.000000,,,,12228475365.000000,,206494598188.000000,367958898507.000000,,,193722317817.000000,26458084535.000000,2291007728.000000,6147665762.000000,123061847301.000000,,88475350.000000,10039709680.000000,10128185030.000000,25635527461.000000,,193722317817.000000,1927879638.000000,,,303537204.000000,303537204.000000,,1624342434.000000,1927879638.000000,195650197455.000000,,162011792000.000000,28928827008.000000,-18605072720.000000,3753526629.000000,-22358599349.000000,-18605072720.000000,-26845236.000000,172308701052.000000,367958898507.000000,3240235840.000000
12M 2023,,,1195227990.000000,94482407566.000000,,94482407566.000000,94482407566.000000,285051923.000000,,285051923.000000,285051923.000000,96777448824.000000,215694868.000000,192955831171.000000,,73497701322.000000,,,,5821440016.000000,,79319141338.000000,272274972509.000000,,,37241143712.000000,8758169346.000000,402974366.000000,,26400000000.000000,,,1680000000.000000,1680000000.000000,,,37241143712.000000,2598676407.000000,,,660000000.000000,660000000.000000,,1938676407.000000,2598676407.000000,39839820119.000000,,162011792000.000000,28928827008.000000,41529625400.000000,3753526629.000000,37776098771.000000,41529625400.000000,-35092018.000000,232435152390.000000,272274972509.000000,3240235840.000000
12M 2024,,,8056279220.000000,121107745288.000000,,121107745288.000000,121107745288.000000,41132168.000000,,41132168.000000,41132168.000000,99653240060.000000,504036329.000000,229362433065.000000,,81940301197.000000,,,,3734369541.000000,,85674670738.000000,315037103803.000000,,,77490214418.000000,4068479109.000000,187582569.000000,,72574152740.000000,,,660000000.000000,660000000.000000,,,77490214418.000000,1948755818.000000,,,,,,1948755818.000000,1948755818.000000,79438970236.000000,,162011792000.000000,28928827008.000000,44514915869.000000,4753526629.000000,39761389240.000000,44514915869.000000,142598690.000000,235598133567.000000,315037103803.000000,3240235840.000000
