Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2017,105 B,,105 B,2997496.94
12M 2018,31 B,,31 B,883331.08
12M 2019,90 B,,90 B,315161.69
12M 2020,109 B,,109 B,16.22
12M 2021,110 B,,110 B,16.43
12M 2022,119 B,,119 B,17.73
12M 2023,238 B,,238 B,35.52
12M 2024,144 B,,144 B,21.50
