Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Piutang Lain-Lain,Persediaan,Piutang Pihak Berelasi,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Tetap,Aset Tak Berwujud,Properti Investasi,Aset Pajak Tangguhan,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Utang Lain-Lain,Utang Pihak Berelasi,Utang Pajak,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Utang Pembiayaan Konsumen,Utang Sewa Pembiayaan,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank Jangka Panjang,Utang Pembiayaan Konsumen,Utang Sewa Pembiayaan,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Lain-Lain,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2017,,,4597496092.000000,137605053071.000000,135953186081.000000,1651866990.000000,137605053071.000000,86115518.000000,86115518.000000,,86115518.000000,113733910163.000000,79310731006.000000,41853624347.000000,377186930197.000000,,155069739461.000000,,27302722484.000000,4790417515.000000,1531736570.000000,188694616030.000000,565881546227.000000,,,282794649067.000000,192802313161.000000,,38601919457.000000,3096119422.000000,41698038879.000000,,1341796777.000000,,1341796777.000000,525000000.000000,19031534548.000000,19433458880.000000,,1702757271.000000,2508121508.000000,,,4210878779.000000,3751628043.000000,282794649067.000000,18805866592.000000,,,7443293645.000000,,,7443293645.000000,,11362572947.000000,18805866592.000000,301600515659.000000,,35000000000.000000,,233148124424.000000,,,233148124424.000000,-3867093856.000000,264281030568.000000,565881546227.000000,35000.000000
12M 2018,,,24598248037.000000,147377330810.000000,144316866979.000000,3060463831.000000,147377330810.000000,91136000.000000,91136000.000000,,91136000.000000,126533196949.000000,18415160500.000000,48914988640.000000,365930060936.000000,,184471018018.000000,,30762722484.000000,4686196309.000000,31320774878.000000,251240711689.000000,617170772625.000000,,,291506227153.000000,181410214771.000000,,46897068815.000000,1088448770.000000,47985517585.000000,,731251455.000000,,731251455.000000,,21156835444.000000,31665919884.000000,,,4040360711.000000,,,4040360711.000000,4516127303.000000,291506227153.000000,20363715438.000000,,,7865202921.000000,,,7865202921.000000,,12498512517.000000,20363715438.000000,311869942591.000000,,35000000000.000000,250000000000.000000,23463001345.000000,,,23463001345.000000,-3162171311.000000,305300830034.000000,617170772625.000000,35000.000000
12M 2019,,,2744102486.000000,156815086873.000000,155178433053.000000,1636653820.000000,156815086873.000000,103106000.000000,103106000.000000,,103106000.000000,178947067421.000000,,50874916500.000000,389484279280.000000,,280513212364.000000,50000000000.000000,30762722484.000000,6208656715.000000,22590723635.000000,390075315198.000000,779559594478.000000,,,262628412890.000000,138955190080.000000,,55160936286.000000,1710109063.000000,56871045349.000000,,1518246132.000000,,1518246132.000000,,10787539677.000000,36592655417.000000,,6637601516.000000,4675611653.000000,,,11313213169.000000,6590523066.000000,262628412890.000000,100243567609.000000,,77766465987.000000,7238418431.000000,,,85004884418.000000,,15238683191.000000,100243567609.000000,362871980499.000000,,285000000000.000000,,135225631885.000000,,,135225631885.000000,-3538017906.000000,416687613979.000000,779559594478.000000,285000.000000
12M 2020,,,68657866358.000000,176283504491.000000,170102095265.000000,6181409226.000000,176283504491.000000,187494222.000000,187494222.000000,,187494222.000000,222363706593.000000,,52368801357.000000,519861373021.000000,,305931024005.000000,83583855348.000000,30762722484.000000,8107755068.000000,11522300354.000000,439907657259.000000,959769030280.000000,,,229460145193.000000,134036944395.000000,,32223765048.000000,1526579851.000000,33750344899.000000,,1200661776.000000,,1200661776.000000,,18499884597.000000,22978687701.000000,,7059373397.000000,5278143330.000000,526784477.000000,,12864301204.000000,6129320621.000000,229460145193.000000,100078234342.000000,,70754994541.000000,6076755756.000000,1075141730.000000,,77906892027.000000,,22171342315.000000,100078234342.000000,329538379535.000000,,335400000000.000000,44994622340.000000,256148726253.000000,,,256148726253.000000,-6312697848.000000,630230650745.000000,959769030280.000000,6708000000.000000
12M 2021,,,4292621721.000000,271887313932.000000,232159005493.000000,39728308439.000000,271887313932.000000,210513480.000000,210513480.000000,,210513480.000000,246498535236.000000,,38069545393.000000,560958529762.000000,,298098885143.000000,82548098352.000000,33341800000.000000,9791352767.000000,13058340387.000000,436838476649.000000,997797006411.000000,,,161513519772.000000,63501670725.000000,,37869381891.000000,6801026624.000000,44670408515.000000,,275233522.000000,,275233522.000000,,21775185118.000000,8316105295.000000,,7978636066.000000,5746359041.000000,318807444.000000,,14043802551.000000,8931114046.000000,161513519772.000000,86126654175.000000,,62795125942.000000,3998509536.000000,701765189.000000,,67495400667.000000,,18631253508.000000,86126654175.000000,247640173947.000000,,335400000000.000000,44994622340.000000,376406604642.000000,20000000000.000000,356406604642.000000,376406604642.000000,-6644394518.000000,750156832464.000000,997797006411.000000,6708000000.000000
12M 2022,,,5715909424.000000,249799779702.000000,247729388720.000000,2070390982.000000,249799779702.000000,187550780.000000,187550780.000000,,187550780.000000,306991539968.000000,,68677616793.000000,631372396667.000000,,292498727672.000000,169425806663.000000,33480900000.000000,10317374772.000000,13809017112.000000,519531826219.000000,1150904222886.000000,,,245940888500.000000,70592354705.000000,,81589664673.000000,1552852853.000000,83142517526.000000,,1828061154.000000,,1828061154.000000,,19689323323.000000,12310396361.000000,,7761960563.000000,5393376402.000000,356715791.000000,34645465520.000000,48157518276.000000,10220717155.000000,245940888500.000000,103949885266.000000,,55033212780.000000,1830865795.000000,355214845.000000,28639622494.000000,85858915914.000000,,18090969352.000000,103949885266.000000,349890773766.000000,,335400000000.000000,44994622340.000000,427089658330.000000,40000000000.000000,387089658330.000000,427089658330.000000,-6470831550.000000,801013449120.000000,1150904222886.000000,6708000000.000000
12M 2023,,,7465058637.000000,250284313291.000000,246389874769.000000,3894438522.000000,250284313291.000000,339201948.000000,339201948.000000,,339201948.000000,294576089216.000000,,47290404412.000000,599955067504.000000,,313797434292.000000,168317005919.000000,33697000000.000000,11563044641.000000,20905785797.000000,548280270649.000000,1148235338153.000000,,,158968054256.000000,8189742753.000000,,64069331488.000000,8511115727.000000,72580447215.000000,,1382536394.000000,,1382536394.000000,,14370914341.000000,9027355197.000000,,8857412278.000000,5303049317.000000,53308278.000000,28639622494.000000,42853392367.000000,10563665989.000000,158968054256.000000,70530022545.000000,,45578764355.000000,2589359566.000000,,,48168123921.000000,,22361898624.000000,70530022545.000000,229498076801.000000,,335400000000.000000,44994622340.000000,545172824292.000000,43000000000.000000,502172824292.000000,545172824292.000000,-6830185280.000000,918737261352.000000,1148235338153.000000,6708000000.000000
12M 2024,,,2346960846.000000,278565311477.000000,268079372045.000000,10485939432.000000,278565311477.000000,902814705.000000,902814705.000000,,902814705.000000,324361852777.000000,,59543897991.000000,665720837796.000000,,385926434556.000000,167767377816.000000,33742900000.000000,12434285536.000000,19365607700.000000,619236605608.000000,1284957443404.000000,,,161688873370.000000,38990834430.000000,,59839741114.000000,24374838211.000000,84214579325.000000,,906118202.000000,,906118202.000000,,13568861546.000000,6842629386.000000,,12158651944.000000,4422915453.000000,,,16581567397.000000,584283084.000000,161688873370.000000,99376107370.000000,,70700196286.000000,3127382079.000000,,,73827578365.000000,,25548529005.000000,99376107370.000000,261064980740.000000,,335400000000.000000,44994622340.000000,650684454800.000000,46000000000.000000,604684454800.000000,650684454800.000000,-7186614476.000000,1023892462664.000000,1284957443404.000000,6708000000.000000
