Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2017,0.00,7550886.59,0.00,7550886.59,197 B,7 B,204 B,200 B,94 B
12M 2018,0.00,8722880.86,0.00,8722880.86,185 B,8 B,193 B,169 B,74 B
12M 2019,0.00,1462061.80,0.00,1286623.21,150 B,85 B,235 B,233 B,127 B
12M 2020,3.32,93.95,3.83,81.49,147 B,78 B,225 B,156 B,290 B
12M 2021,4.61,111.83,5.17,99.52,78 B,67 B,145 B,141 B,399 B
12M 2022,4.27,119.41,5.42,94.15,84 B,57 B,141 B,136 B,385 B
12M 2023,4.75,136.96,5.81,111.87,22 B,48 B,71 B,63 B,441 B
12M 2024,4.29,152.64,5.13,127.63,56 B,74 B,129 B,127 B,504 B
