Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,1.26,3345.96,1.26,3345.96,"1,893 B","2,972 B","4,865 B","1,540 B","5,009 B"
12M 2009,3.58,4161.17,3.58,4161.17,"1,369 B","2,400 B","3,769 B","1,000 B","4,743 B"
12M 2010,4.72,4850.30,4.72,4850.30,"2,982 B","2,699 B","5,680 B","4,337 B","5,614 B"
12M 2011,3.73,7056.17,3.73,7056.17,"2,587 B","2,116 B","4,703 B","(2,432 B)","10,696 B"
12M 2012,2.48,7944.98,2.48,7944.98,"2,719 B","3,209 B","5,928 B","1,933 B","10,721 B"
12M 2013,2.13,8905.83,2.13,8905.83,"1,650 B","3,289 B","4,939 B","(2,997 B)","13,253 B"
12M 2014,1.77,9828.12,1.77,9828.12,"1,282 B","2,109 B","3,391 B","(6,669 B)","17,282 B"
12M 2015,1.67,10165.78,1.69,10047.88,"1,112 B","1,453 B","2,589 B","(12,824 B)","20,979 B"
12M 2016,1.94,10954.04,1.96,10836.15,"1,028 B",204 B,"1,232 B","(18,229 B)","23,841 B"
12M 2017,2.91,12161.08,2.94,12043.18,"1,916 B","2,883 B","4,799 B","(16,032 B)","22,826 B"
12M 2018,1.90,14417.53,2.00,13641.24,"7,021 B","3,414 B","10,434 B","(3,004 B)","6,866 B"
12M 2019,1.38,15605.88,1.45,14849.22,"3,479 B","10,862 B","14,341 B","2,250 B","18,241 B"
12M 2020,1.65,16161.98,1.72,15490.52,"4,045 B","8,686 B","12,731 B","(7,768 B)","23,252 B"
12M 2021,1.21,18380.01,1.25,17729.23,"6,205 B","3,135 B","9,341 B","(23,981 B)","30,115 B"
12M 2022,1.15,22706.45,1.19,21988.99,"1,987 B","1,184 B","3,171 B","(35,110 B)","36,893 B"
12M 2023,1.06,21246.03,1.10,20632.83,"1,294 B","17,580 B","18,875 B",278 B,"19,629 B"
12M 2024,1.07,24917.97,1.12,23993.53,"4,203 B","15,963 B","20,166 B","(4,926 B)","24,677 B"
