Period,Aset,Aset Lancar,Kas Dan Setara Kas,Deposito Berjangka,Investasi Jangka Pendek,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Piutang Lain-Lain,Piutang Pihak Berelasi,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Deposito Berjangka,Persediaan,Aset Eksplorasi Dan Evaluasi,Aset Tetap,Properti Pertambangan,Aset Tak Berwujud,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Utang Lain-Lain,Utang Pihak Berelasi,Utang Pajak,Beban Akrual,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Utang Pihak Berelasi,Liabilitas Pajak Tangguhan,Beban Akrual,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2016,,,84993.000000,,,,,,,,,,,,,83427.000000,168420.000000,,,,,,,,310394.000000,310394.000000,478814.000000,,,1897601.000000,,,,,,,,,,,1784.000000,10549.000000,1885268.000000,1897601.000000,,,,,,,1897601.000000,,9335557.000000,7420.000000,-10749427.000000,-3421.000000,-8916.000000,-1418787.000000,478814.000000,301200000.000000
12M 2017,,,16553.000000,,,117179.000000,117179.000000,,117179.000000,,,,,,,11408.000000,145140.000000,,,,,,,,13570.000000,13570.000000,158710.000000,,,1851654.000000,,,,,,,,,,,2226.000000,9711.000000,1839717.000000,1851654.000000,,,,,,,1851654.000000,,9335557.000000,7420.000000,-11035921.000000,,,-1692944.000000,158710.000000,301200000.000000
12M 2018,,,9831614842.000000,25000000000.000000,10000000.000000,,,,,1127191335.000000,,,1127191335.000000,28780073521.000000,7422267424.000000,848888365.000000,73020035487.000000,,420000000.000000,,125381168028.000000,125069373867.000000,8945463787.000000,702587538.000000,6494195704.000000,267012788924.000000,340032824411.000000,,,451439794911.000000,20450215548.000000,10158838636.000000,,,10158838636.000000,207038046.000000,,,207038046.000000,416197996373.000000,116528779.000000,4309177529.000000,,451439794911.000000,3607833000.000000,,,,3607833000.000000,3607833000.000000,455047627911.000000,,3884397857250.000000,-3729781543280.000000,-266758853550.000000,-2570268920.000000,-301995000.000000,-115014803500.000000,340032824411.000000,15537591429.000000
12M 2019,,,2560360586.000000,25000000000.000000,10000000.000000,,,,,277607448.000000,,,277607448.000000,,7336544218.000000,332140404.000000,35516652656.000000,,420000000.000000,,,197403975609.000000,151584932014.000000,567076888.000000,234000000.000000,350209984511.000000,385726637167.000000,,,494716803887.000000,1994052660.000000,,7219628241.000000,,7219628241.000000,,42949513794.000000,,42949513794.000000,403669519825.000000,243487068.000000,38640602299.000000,,494716803887.000000,40535482047.000000,36786929047.000000,,,3748553000.000000,40535482047.000000,535252285934.000000,,3884397857250.000000,-3729781543280.000000,-301039973827.000000,-3191615910.000000,89627000.000000,-149525648767.000000,385726637167.000000,15537591429.000000
12M 2020,,,1742338469.000000,25000000000.000000,10000000.000000,,,,,275992448.000000,,,275992448.000000,,4841016062.000000,144895345.000000,32014242324.000000,,420000000.000000,,,221865796484.000000,151562297000.000000,386396022.000000,6075834322.000000,380310323828.000000,412324566152.000000,,,539913041026.000000,20161348859.000000,,6029441720.000000,,6029441720.000000,,26983121116.000000,,26983121116.000000,475473730144.000000,644287896.000000,10191319081.000000,429792210.000000,539913041026.000000,53939412517.000000,,,48215564435.000000,5723848082.000000,53939412517.000000,593852453543.000000,,3884397857250.000000,-3729781543280.000000,-332898867951.000000,-3770097410.000000,524764000.000000,-181527887391.000000,412324566152.000000,15537591429.000000
12M 2021,,,1813077887.000000,25000000000.000000,10000000.000000,,,,,227079327.000000,,,227079327.000000,,2528566069.000000,807608899.000000,30386332182.000000,,420000000.000000,,,244566838593.000000,151562297000.000000,205715156.000000,18731119777.000000,415485970526.000000,445872302708.000000,,,201654126259.000000,21820004398.000000,,195312725.000000,,195312725.000000,,27025644800.000000,,27025644800.000000,137208299988.000000,92151787.000000,12757487530.000000,2555225031.000000,201654126259.000000,52167179540.000000,,,48215564435.000000,3951615105.000000,52167179540.000000,253821305799.000000,,3884397857250.000000,-3726391683050.000000,-350652865074.000000,-4035079217.000000,388732767000.000000,192050996909.000000,445872302708.000000,15537591429.000000
12M 2022,,,14289209705.000000,25000000000.000000,10000000.000000,,,,,376592655.000000,,,376592655.000000,,6858477227.000000,185999857.000000,46720279444.000000,,420000000.000000,,,275885020743.000000,151562297000.000000,51250715.000000,1569890283.000000,429488458741.000000,476208738185.000000,,,288466685436.000000,21665778901.000000,,1580306939.000000,,1580306939.000000,,38700565971.000000,,38700565971.000000,211664203710.000000,198677771.000000,14192237039.000000,464915105.000000,288466685436.000000,27153007435.000000,,,23705564435.000000,3447443000.000000,27153007435.000000,315619692871.000000,,3884397857250.000000,-3726391683050.000000,-381989168012.000000,-4490125874.000000,389062165000.000000,160589045314.000000,476208738185.000000,15537591429.000000
12M 2023,,,2618797908.000000,25000000000.000000,10000000.000000,1207950000.000000,1053790000.000000,154160000.000000,1207950000.000000,63544645.000000,,,63544645.000000,,10729215820.000000,471255050.000000,40100763423.000000,,420000000.000000,,,313770387841.000000,151648766059.000000,17064476.000000,3094410883.000000,468950629259.000000,509051392682.000000,,,370462917944.000000,21904115814.000000,,2679449011.000000,,2679449011.000000,,69231071383.000000,2541022140.000000,71772093523.000000,252198270859.000000,271782779.000000,20186569404.000000,1450636554.000000,370462917944.000000,33825693997.000000,,4696383233.000000,23705564435.000000,5423746329.000000,33825693997.000000,404288611941.000000,,3884397857250.000000,-3726391683050.000000,-436901350477.000000,-5522068982.000000,389180026000.000000,104762780741.000000,509051392682.000000,15537591429.000000
