Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Total Piutang Usaha,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Pajak Tangguhan,Aset Tetap,Properti Investasi,Aset Tak Berwujud,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Utang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Utang Lain-Lain,Liabilitas Keuangan Lainnya,Utang Pajak,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Pembiayaan Konsumen,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Pembiayaan Konsumen,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Lain-Lain,Pihak Ketiga,Total Utang Lain-Lain,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2016,,,5548171689.000000,252423625.000000,252423625.000000,252423625.000000,1825011438.000000,13018672012.000000,20644278764.000000,,661757676.000000,30339343514.000000,65403359400.000000,64432672.000000,,96468893262.000000,117113172026.000000,,,3080512511.000000,123267548.000000,,,,,353455278.000000,380415563.000000,1541613650.000000,,140850882.000000,232808130.000000,373659012.000000,308101460.000000,3080512511.000000,406591418.000000,,228582598.000000,178008820.000000,406591418.000000,,,,406591418.000000,3487103929.000000,,75000000000.000000,-6337932789.000000,-4351503464.000000,19361495905.000000,29954008445.000000,113626068097.000000,117113172026.000000,75000000.000000
12M 2017,,,24636233791.000000,225275596.000000,225275596.000000,225275596.000000,1677153274.000000,5030998555.000000,31569661216.000000,,1191179447.000000,27176549440.000000,66133215735.000000,30601096.000000,,94531545718.000000,126101206934.000000,,,2438928089.000000,120429162.000000,,,,,858697286.000000,254133309.000000,775457715.000000,,157547467.000000,69000000.000000,226547467.000000,203663150.000000,2438928089.000000,514548597.000000,,71035131.000000,443513466.000000,514548597.000000,,,,514548597.000000,2953476686.000000,,131250000000.000000,-7915827099.000000,-2702000852.000000,143344032.000000,2372214167.000000,123147730248.000000,126101206934.000000,1312500000.000000
12M 2018,,,27732519501.000000,776692056.000000,776692056.000000,776692056.000000,1147254394.000000,3646633719.000000,33303099670.000000,,1346268342.000000,24796937092.000000,66133215735.000000,10258625.000000,,92286679794.000000,125589779464.000000,,,2063592531.000000,220608173.000000,,,,,322871048.000000,428773252.000000,526301820.000000,,71035131.000000,262200000.000000,333235131.000000,231803107.000000,2063592531.000000,429283660.000000,,,429283660.000000,429283660.000000,,,,429283660.000000,2492876191.000000,,131250000000.000000,-7987932791.000000,-735687905.000000,134243781.000000,436280188.000000,123096903273.000000,125589779464.000000,6562500000.000000
12M 2019,,,10376231891.000000,614829243.000000,614829243.000000,614829243.000000,138219530.000000,64603550008.000000,75732830672.000000,,2175679068.000000,21696064064.000000,66100394585.000000,4560125.000000,1785000000.000000,91761697842.000000,167494528514.000000,,,4673440927.000000,482564393.000000,,,,,593264236.000000,253579141.000000,426566535.000000,,,339564200.000000,339564200.000000,2577902422.000000,4673440927.000000,759160347.000000,,,759160347.000000,759160347.000000,,,,759160347.000000,5432601274.000000,,131250000000.000000,-7987932791.000000,208122940.000000,124619778.000000,38467117313.000000,162061927240.000000,167494528514.000000,6562500000.000000
12M 2020,,,1869263721.000000,276153459.000000,276153459.000000,276153459.000000,19237774545.000000,5696798748.000000,27079990473.000000,,3146061613.000000,19488695403.000000,65403359400.000000,412500.000000,787645500.000000,88826174416.000000,115906164889.000000,,,3043176391.000000,206461245.000000,,,,,106089633.000000,91189969.000000,214758277.000000,,,717440609.000000,717440609.000000,1707236658.000000,3043176391.000000,1906157873.000000,,,1906157873.000000,1906157873.000000,,,,1906157873.000000,4949334264.000000,,131250000000.000000,-7987932791.000000,-9895083219.000000,110885922.000000,-2521039287.000000,110956830625.000000,115906164889.000000,6562500000.000000
12M 2021,,,337642479.000000,266285601.000000,266285601.000000,266285601.000000,22528320592.000000,3222862029.000000,26355110701.000000,,3529687351.000000,16105537976.000000,65403359400.000000,,,85038584727.000000,111393695428.000000,,,5297058537.000000,176905210.000000,,3115000000.000000,,3115000000.000000,119233767.000000,98249454.000000,442475639.000000,,,489699810.000000,489699810.000000,855494657.000000,5297058537.000000,1595231316.000000,,,1595231316.000000,1595231316.000000,,,,1595231316.000000,6892289853.000000,,131250000000.000000,-7987932791.000000,-15507714601.000000,102843374.000000,-3355790407.000000,104501405575.000000,111393695428.000000,6562500000.000000
12M 2022,,,1291420086.000000,724012499.000000,724012499.000000,724012499.000000,23062832503.000000,129286522.000000,25207551610.000000,,2999184803.000000,13590432579.000000,65403359400.000000,,,81992976782.000000,107200528392.000000,,,2864372201.000000,332560630.000000,,22000000.000000,66000000.000000,88000000.000000,340696838.000000,202779189.000000,654980915.000000,,,609611842.000000,609611842.000000,635742787.000000,2864372201.000000,4644668656.000000,,,1529668656.000000,1529668656.000000,,3115000000.000000,3115000000.000000,4644668656.000000,7509040857.000000,,131250000000.000000,-7987932791.000000,-25686394150.000000,97948775.000000,2017865701.000000,99691487535.000000,107200528392.000000,6562500000.000000
12M 2023,,,1587115660.000000,192710515.000000,192710515.000000,192710515.000000,23461293970.000000,113285289.000000,25354405434.000000,,2954484127.000000,11673031755.000000,65403359400.000000,,,80030875282.000000,105385280716.000000,,,3034558569.000000,314194024.000000,,642200000.000000,66000000.000000,708200000.000000,145681977.000000,153991287.000000,845345516.000000,,,653113289.000000,653113289.000000,214032476.000000,3034558569.000000,5681236503.000000,,,1566236503.000000,1566236503.000000,,4115000000.000000,4115000000.000000,5681236503.000000,8715795072.000000,,131250000000.000000,-7987932791.000000,-28596423251.000000,96704743.000000,1907136943.000000,96669485644.000000,105385280716.000000,6562500000.000000
12M 2024,,,1765225842.000000,241562288.000000,241562288.000000,241562288.000000,23769930280.000000,112376029.000000,25889094439.000000,,2553279880.000000,10071747218.000000,65403359400.000000,,,78028386498.000000,103917480937.000000,,,6900301570.000000,307864884.000000,,3945000000.000000,66000000.000000,4011000000.000000,162964249.000000,159275171.000000,1600006415.000000,,,294415754.000000,294415754.000000,364775097.000000,6900301570.000000,5578084413.000000,,,1463084413.000000,1463084413.000000,,4115000000.000000,4115000000.000000,5578084413.000000,12478385983.000000,,131250000000.000000,-7987932791.000000,-34202122199.000000,91129930.000000,2288020014.000000,91439094954.000000,103917480937.000000,6562500000.000000
