Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Penjualan,Beban Umum Dan Administrasi,Adjustment,Others,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Beban Keuangan,Pendapatan Keuangan,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Pajak Tangguhan,Total Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2016,10355048911.000000,-2923899510.000000,7431149401.000000,-10625902322.000000,-964918377.000000,-9863735459.000000,,202751514.000000,-10625902322.000000,-3194752921.000000,-85388906.000000,-49388906.000000,,-36000000.000000,-85388906.000000,-3280141827.000000,611076680.000000,611076680.000000,,611076680.000000,-2669065147.000000,59419157.000000,-2609645990.000000,-2669065147.000000,-1866335703.000000,-802729444.000000,-2669065147.000000,-2609645990.000000,-1832550959.000000,-777095031.000000,-2609645990.000000
12M 2017,10032961818.000000,-3166317180.000000,6866644638.000000,-6119878358.000000,-976531402.000000,-9816435590.000000,,4673088634.000000,-6119878358.000000,746766280.000000,-34212396.000000,-34212396.000000,,,-34212396.000000,712553884.000000,500227640.000000,500227640.000000,,500227640.000000,1212781524.000000,-363225063.000000,849556461.000000,1212781524.000000,1735983231.000000,-523201707.000000,1212781524.000000,849556461.000000,1373859942.000000,-524303481.000000,849556461.000000
12M 2018,11747175021.000000,-3376344304.000000,8370830717.000000,-7292434473.000000,-1185291729.000000,-10211606127.000000,,4104463383.000000,-7292434473.000000,1078396244.000000,736945125.000000,-27175148.000000,764120273.000000,,736945125.000000,1815341369.000000,151784503.000000,151784503.000000,,151784503.000000,1967125872.000000,-1945847155.000000,21278717.000000,1967125872.000000,1968950745.000000,-1824873.000000,1967125872.000000,21278717.000000,30378967.000000,-9100250.000000,21278717.000000
12M 2019,12301181271.000000,-4657894604.000000,7643286667.000000,-7806388117.000000,-1085768618.000000,-12060965744.000000,,5340346245.000000,-7806388117.000000,-163101450.000000,459317065.000000,-11031632.000000,470348697.000000,,459317065.000000,296215615.000000,781550851.000000,,781550851.000000,781550851.000000,1077766466.000000,35395795476.000000,36473561942.000000,1077766466.000000,1087222412.000000,-9455946.000000,1077766466.000000,36473561942.000000,36483185945.000000,-9624003.000000,36473561942.000000
12M 2020,3748441328.000000,-1748402097.000000,2000039231.000000,-12743713339.000000,-381247447.000000,-8741691883.000000,,-3620774009.000000,-12743713339.000000,-10743674108.000000,45494564.000000,-61957102.000000,107451666.000000,,45494564.000000,-10698179544.000000,894854328.000000,,894854328.000000,894854328.000000,-9803325216.000000,-41283589044.000000,-51086914260.000000,-9803325216.000000,-9789860387.000000,-13464829.000000,-9803325216.000000,-51086914260.000000,-51073180404.000000,-13733856.000000,-51086914260.000000
12M 2021,4009201299.000000,-1605259837.000000,2403941462.000000,-7573291897.000000,-251785354.000000,-7698413402.000000,,376906859.000000,-7573291897.000000,-5169350435.000000,-47225688.000000,-50975736.000000,3750048.000000,,-47225688.000000,-5216576123.000000,438522269.000000,,438522269.000000,438522269.000000,-4778053854.000000,-649410407.000000,-5427464261.000000,-4778053854.000000,-4769210409.000000,-8843445.000000,-4778053854.000000,-5427464261.000000,-5419421713.000000,-8042548.000000,-5427464261.000000
12M 2022,9306489051.000000,-2857209336.000000,6449279715.000000,-9256374423.000000,-732218106.000000,-8612971086.000000,,88814769.000000,-9256374423.000000,-2807094708.000000,-138607059.000000,-138767142.000000,160083.000000,,-138607059.000000,-2945701767.000000,-552597844.000000,,-552597844.000000,-552597844.000000,-3498299611.000000,5906703122.000000,2408403511.000000,-3498299611.000000,-3493814097.000000,-4485514.000000,-3498299611.000000,2408403511.000000,2413298110.000000,-4894599.000000,2408403511.000000
12M 2023,11674547348.000000,-3915761459.000000,7758785889.000000,-10356368083.000000,-1294383364.000000,-9090779698.000000,,28794979.000000,-10356368083.000000,-2597582194.000000,-243609061.000000,-248042293.000000,4433232.000000,,-243609061.000000,-2841191255.000000,-70035218.000000,,-70035218.000000,-70035218.000000,-2911226473.000000,-110775418.000000,-3022001891.000000,-2911226473.000000,-2910029101.000000,-1197372.000000,-2911226473.000000,-3022001891.000000,-3020757859.000000,-1244032.000000,-3022001891.000000
12M 2024,8354047884.000000,-2973520265.000000,5380527619.000000,-10217848033.000000,-1142067422.000000,-9430394250.000000,,354613639.000000,-10217848033.000000,-4837320414.000000,-442184339.000000,-447044337.000000,4859998.000000,,-442184339.000000,-5279504753.000000,-332334553.000000,,-332334553.000000,-332334553.000000,-5611839306.000000,381448616.000000,-5230390690.000000,-5611839306.000000,-5605698948.000000,-6140358.000000,-5611839306.000000,-5230390690.000000,-5224815877.000000,-5574813.000000,-5230390690.000000
