Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,1.63,89.21,1.63,89.21,,43 B,43 B,42 B,93 B
12M 2009,0.65,103.03,0.65,103.03,,38 B,38 B,33 B,81 B
12M 2010,2.17,115.23,2.17,115.23,,28 B,28 B,26 B,72 B
12M 2011,1.19,124.31,1.19,124.31,0 B,29 B,29 B,22 B,79 B
12M 2012,1.05,132.17,1.05,132.17,0 B,19 B,20 B,15 B,79 B
12M 2013,0.47,139.76,0.47,139.76,1 B,29 B,30 B,23 B,88 B
12M 2014,0.33,150.41,0.33,150.41,6 B,30 B,36 B,2 B,86 B
12M 2015,0.33,152.50,0.33,152.50,27 B,11 B,38 B,36 B,67 B
12M 2016,0.31,162.00,0.31,162.00,25 B,9 B,34 B,30 B,72 B
12M 2017,0.48,181.53,0.48,181.53,20 B,0 B,20 B,17 B,74 B
12M 2018,0.56,193.23,0.56,193.23,15 B,1 B,16 B,14 B,68 B
12M 2019,0.35,204.90,0.35,204.78,2 B,1 B,2 B,1 B,102 B
12M 2020,0.25,202.78,0.25,202.70,3 B,0 B,4 B,2 B,100 B
12M 2021,0.34,200.04,0.34,200.01,3 B,,3 B,2 B,100 B
12M 2022,0.49,194.67,0.49,194.67,3 B,,3 B,3 B,16 B
12M 2023,0.35,190.07,0.35,190.07,4 B,,4 B,4 B,15 B
12M 2024,0.31,182.25,0.31,182.25,5 B,,5 B,5 B,13 B
