Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Pajak Tangguhan,Properti Investasi,Investasi Jangka Panjang,Investasi Pada Entitas Asosiasi,Aset Tetap,Goodwill,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Utang Lain-Lain,Beban Akrual,Pihak Ketiga,Pihak Berelasi,Total Beban Akrual,Utang Pajak,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Sewa Pembiayaan,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Obligasi,Sukuk Mudharabah,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Sewa Pembiayaan,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Obligasi,Sukuk Mudharabah,Utang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Utang Lain-Lain,Liabilitas Pajak Tangguhan,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Belum Ditentukan Penggunaannya,Others,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2016,,,30449572479.000000,187911663923.000000,187911663923.000000,,187911663923.000000,79242812441.000000,,79242812441.000000,79242812441.000000,893017247860.000000,137080971838.000000,1327702268541.000000,,3112995737.000000,15880000000.000000,,,1642859190372.000000,,92319755845.000000,1754171941954.000000,3081874210495.000000,,,1101358728673.000000,,72604179566.000000,,72604179566.000000,,5654871991.000000,,5654871991.000000,11449731647.000000,,,11449731647.000000,43462855487.000000,,9093528058.000000,26475634258.000000,35569162316.000000,,,932617927666.000000,1101358728673.000000,550482499996.000000,,9039813743.000000,160818401206.000000,169858214949.000000,,,,141314372925.000000,,141314372925.000000,212078470513.000000,27231441609.000000,550482499996.000000,1651841228669.000000,,500000000000.000000,25093405789.000000,95685208599.000000,,,95685208599.000000,25624443100.000000,783629924338.000000,1430032981826.000000,3081874210495.000000,5000000000.000000
12M 2017,,,54484119698.000000,165131299130.000000,165131299130.000000,,165131299130.000000,26986081319.000000,,26986081319.000000,26986081319.000000,1172714985955.000000,247080142028.000000,1666396628130.000000,,7173866463.000000,15880000000.000000,,,1679940601050.000000,,473611037698.000000,2176605505211.000000,3843002133341.000000,,,1484590174142.000000,,122615859245.000000,,122615859245.000000,,7990600687.000000,470400000.000000,8461000687.000000,12715273252.000000,,,12715273252.000000,54559765600.000000,,13410290529.000000,91051056058.000000,104461346587.000000,,,1181776928771.000000,1484590174142.000000,445787853519.000000,,6258684624.000000,84465688684.000000,90724373308.000000,,,,106851017926.000000,,106851017926.000000,207093004356.000000,41119457929.000000,445787853519.000000,1930378027661.000000,,625000000000.000000,213063468642.000000,285210746441.000000,,,285210746441.000000,22459724148.000000,766890166449.000000,1912624105680.000000,3843002133341.000000,6250000000.000000
12M 2018,,,64166199514.000000,460193696037.000000,460193696037.000000,,460193696037.000000,120174917332.000000,,120174917332.000000,120174917332.000000,1431982994727.000000,249499004107.000000,2326016811717.000000,,7453231366.000000,,18870000000.000000,,1932994555038.000000,,303162809289.000000,2262480595693.000000,4588497407410.000000,,,1834205245388.000000,,77142451785.000000,,77142451785.000000,,14168676755.000000,1134000000.000000,15302676755.000000,10227961858.000000,,,10227961858.000000,61566724051.000000,,14508888283.000000,38330004655.000000,52838892938.000000,,,1617126538001.000000,1834205245388.000000,304252647270.000000,,19725278669.000000,37925573389.000000,57650852058.000000,,,,126546374413.000000,,126546374413.000000,75459772615.000000,44595648184.000000,304252647270.000000,2138457892658.000000,,630625000000.000000,226788468642.000000,540240524764.000000,,,540240524764.000000,10260274523.000000,1042125246823.000000,2450039514752.000000,4588497407410.000000,6306250000.000000
12M 2019,,,23692110967.000000,936334006937.000000,935956961576.000000,377045361.000000,936334006937.000000,24677874628.000000,31309457.000000,24646565171.000000,24677874628.000000,1775706178592.000000,291359896285.000000,3051770067409.000000,,25177370168.000000,,21134000000.000000,,2363095389331.000000,,54207934582.000000,2463614694081.000000,5515384761490.000000,,,2348391451216.000000,,160384771505.000000,,160384771505.000000,,8644382643.000000,1436400000.000000,10080782643.000000,15340248252.000000,,,15340248252.000000,50130191332.000000,,25060297525.000000,129501677375.000000,154561974900.000000,,,1957893482584.000000,2348391451216.000000,463384922192.000000,,37662624382.000000,173324612568.000000,210987236950.000000,,,,149874374412.000000,,149874374412.000000,44252377896.000000,58270932934.000000,463384922192.000000,2811776373408.000000,,630625000000.000000,226788468642.000000,786041366868.000000,,,786041366868.000000,9983501899.000000,1050170050673.000000,2703608388082.000000,5515384761490.000000,6306250000.000000
12M 2020,,,42104786227.000000,687420848304.000000,685120289992.000000,2300558312.000000,687420848304.000000,32415061854.000000,1537999457.000000,30877062397.000000,32415061854.000000,2112619684285.000000,518401477905.000000,3392961858575.000000,,26282961890.000000,,25300252081.000000,,2334405644303.000000,,170056069661.000000,2556044927935.000000,5949006786510.000000,,,2550520191952.000000,,202894712451.000000,6061310841.000000,208956023292.000000,,9905605627.000000,2950000007.000000,12855605634.000000,17384506252.000000,,,17384506252.000000,92649262202.000000,,29156185369.000000,161998655062.000000,191154840431.000000,,,2027519954141.000000,2550520191952.000000,368649212869.000000,,30761130770.000000,93328200670.000000,124089331440.000000,,,,149615000000.000000,,149615000000.000000,40376738794.000000,54568142635.000000,368649212869.000000,2919169404821.000000,,630625000000.000000,223992113415.000000,1121195729806.000000,,,1121195729806.000000,10360695649.000000,1043663842819.000000,3029837381689.000000,5949006786510.000000,6306250000.000000
12M 2021,,,116906090167.000000,705994164769.000000,698822979238.000000,7171185531.000000,705994164769.000000,169105044547.000000,139763822656.000000,29341221891.000000,169105044547.000000,2603604618493.000000,715013354996.000000,4310623272972.000000,,17873744962.000000,,39469672265.000000,,2251984214495.000000,,181083873936.000000,2490411505658.000000,6801034778630.000000,,,2084148153947.000000,,172717463192.000000,21765240.000000,172739228432.000000,,5486426194.000000,1700000042.000000,7186426236.000000,41651556880.000000,,,41651556880.000000,130884725127.000000,,27821269520.000000,85682768158.000000,113504037678.000000,42180000000.000000,52500000000.000000,1523502179594.000000,2084148153947.000000,1074348870715.000000,,25449575382.000000,467995798305.000000,493445373687.000000,404901361575.000000,97500000000.000000,,,,,43674278760.000000,34827856693.000000,1074348870715.000000,3158497024662.000000,,636250000000.000000,299314475737.000000,1663977149706.000000,,,1663977149706.000000,10606808304.000000,1032389320221.000000,3642537753968.000000,6801034778630.000000,6362500000.000000
12M 2022,,,267209720278.000000,352116802349.000000,344715352244.000000,7401450105.000000,352116802349.000000,153774887535.000000,145270612188.000000,8504275347.000000,153774887535.000000,2515305043174.000000,1153348884497.000000,4441755337833.000000,,18091705000.000000,237719939700.000000,44138740252.000000,,2002881849097.000000,,211757694872.000000,2514589928921.000000,6956345266754.000000,,,1826133223912.000000,,86964658029.000000,8000000.000000,86972658029.000000,,3464080461.000000,1687432939.000000,5151513400.000000,26096129333.000000,,,26096129333.000000,17678905818.000000,,23415760234.000000,119378375343.000000,142794135577.000000,,,1547439881755.000000,1826133223912.000000,1369604641578.000000,,18177703289.000000,419583600084.000000,437761303373.000000,654464137403.000000,206530000000.000000,,,,,40528333941.000000,30320866861.000000,1369604641578.000000,3195737865490.000000,,643750000000.000000,314164475737.000000,1822469086676.000000,1029733872012.000000,792735214664.000000,1822469086676.000000,10180642425.000000,970043196426.000000,3760607401264.000000,6956345266754.000000,6437500000.000000
12M 2023,,,200031485371.000000,454092100401.000000,449571028852.000000,4521071549.000000,454092100401.000000,185269622876.000000,165318515570.000000,19951107306.000000,185269622876.000000,2843452158143.000000,1071757906015.000000,4754603272806.000000,,4468066754.000000,237719939700.000000,26272870988.000000,,2221152503359.000000,,418704493760.000000,2908317874561.000000,7662921147367.000000,,,2554032095944.000000,,69947175752.000000,1312922290.000000,71260098042.000000,,4674374734.000000,1460327150.000000,6134701884.000000,26895125148.000000,,,26895125148.000000,9546443411.000000,,14261181117.000000,113017071695.000000,127278252812.000000,407402221552.000000,97500000000.000000,1808015253095.000000,2554032095944.000000,797028484654.000000,,8764500607.000000,333955146292.000000,342719646899.000000,248979793482.000000,109030000000.000000,,,,,65805414454.000000,30493629819.000000,797028484654.000000,3351060580598.000000,,643750000000.000000,314163016890.000000,1940759148141.000000,1148023933477.000000,792735214664.000000,1940759148141.000000,84553644899.000000,1328634756839.000000,4311860566769.000000,7662921147367.000000,6437500000.000000
12M 2024,,,149972058552.000000,460134874734.000000,456136885379.000000,3997989355.000000,460134874734.000000,32527040761.000000,130206079.000000,32396834682.000000,32527040761.000000,3066675992197.000000,1279603553128.000000,4988913519372.000000,,11419148843.000000,237719939700.000000,4904400000.000000,36798183027.000000,2165118541006.000000,,395817706698.000000,2851777919274.000000,7840691438646.000000,,,2828831407740.000000,,131270063337.000000,,131270063337.000000,,40349576832.000000,1891325922.000000,42240902754.000000,,34646979688.000000,1719777778.000000,36366757466.000000,19231362173.000000,,6914419158.000000,73458821379.000000,80373240537.000000,197326083357.000000,83800000000.000000,2238222998116.000000,2828831407740.000000,535114347859.000000,,1850084024.000000,260992571548.000000,262842655572.000000,52321241303.000000,25230000000.000000,,100000000000.000000,,100000000000.000000,62170198323.000000,32550252661.000000,535114347859.000000,3363945755599.000000,,643750000000.000000,314163016890.000000,2117735782304.000000,1325000567640.000000,792735214664.000000,2117735782304.000000,84568357385.000000,1316528526468.000000,4476745683047.000000,7840691438646.000000,6437500000.000000
