Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2016,(194 B),(145 B),(338 B),-38.74
12M 2017,41 B,(499 B),(457 B),-73.16
12M 2018,(414 B),(169 B),(583 B),-65.72
12M 2019,(406 B),(257 B),(663 B),-105.12
12M 2020,96 B,(157 B),(61 B),-9.70
12M 2021,(52 B),(149 B),(200 B),-31.50
12M 2022,88 B,(57 B),31 B,4.88
12M 2023,(317 B),(156 B),(472 B),-73.39
12M 2024,191 B,(10 B),181 B,28.07
