Period,Arus Kas Dari Aktivitas Operasi,Penerimaan Kas Dari Pelanggan,"Pembayaran Kas Kepada Pemasok, Direksi, Karyawan Dan Beban Operasional Lain-Lain",Pemasok,Direksi Dan Karyawan,Lain-Lain,"Total Pembayaran Kas Kepada Pemasok, Direksi, Karyawan Dan Beban Operasional Lain-Lain",Penghasilan Keuangan,Beban Keuangan,Pembayaran Pajak,Penerimaan Pajak,Lain-Lain - Bersih,Total Arus Kas Dari Aktivitas Operasi,Arus Kas Dari Aktivitas Investasi,Perolehan Aset Lain-Lain,Perolehan Penyertaan Saham,Pelepasan Penyertaan Saham,Penambahan Investasi,Pelepasan Investasi,Akuisisi Entitas Anak,Perolehan Aset Hak Guna,Perolehan Aset Tetap,Uang Muka Untuk Perolehan Aset Tetap,Hasil Penjualan Aset Tetap,Total Arus Kas Dari Aktivitas Investasi,Arus Kas Dari Aktivitas Pendanaan,Penambahan Utang Bank Dan Lembaga Keuangan Bukan Bank,Pembayaran Utang Bank Dan Lembaga Keuangan Bukan Bank,Penambahan Utang Bank Jangka Pendek,Penerimaan Pinjaman Dari Pihak Berelasi,Penambahan Utang Bank Jangka Panjang,Pembayaran Utang Bank Jangka Pendek,Pembayaran Utang Bank Jangka Panjang,Penerimaan Dari Utang Obligasi,Pembayaran Obligasi Jangka Pendek,Biaya Emisi Dari Utang Obligasi,Penerimaan Dari Utang Sukuk Mudharabah,Pembayaran Sukuk Mudharabah Jangka Pendek,Penambahan Obligasi Jangka Pendek,Biaya Emisi Dari Utang Sukuk Mudharabah,Pembayaran Dividen,Setoran Modal Oleh Knp,Pembayaran Dividen Pada Kepentingan Non-Pengendali,Penempatan Dana Yang Dibatasi Penggunaannya,Pembayaran Utang Sewa,Penambahan Utang Sewa,Pembelian Saham Treasuri,Beban Keuangan,Penerimaan Dari Lease-Back,Selisih Nilai Transaksi – Obligasi Wajib Konversi,Pencairan (Penempatan) Untuk Dana Dibatasi Pengunaannya,Kenaikan (Penurunan) Utang Lain-Lain,Tambahan Modal Disetor,Setoran Modal (Divestasi) Oleh Kepentingan Pengendali,Pembayaran Utang Obligasi,Penerbitan Saham Melalui Program Mesop,Pembayaran Hutang Pemegang Saham,Total Arus Kas Dari Aktivitas Pendanaan,Kenaikan (Penurunan) Bersih Kas Dan Setara Kas,Kas Dan Setara Kas Awal Periode,Dampak Neto Perubahan Nilai Tukar Atas Kas Dan Setara Kas,Entitas Anak Yang Dikonsolidasi,Kas Dan Setara Kas Akhir Periode
12M 2016,-193717533441.000000,1238094707735.000000,-1312603447919.000000,,,,-1312603447919.000000,893970605.000000,-108082005895.000000,-22814825939.000000,416312095.000000,10377755877.000000,-193717533441.000000,-137651243109.000000,-3498403976.000000,,,,,,,-87507070769.000000,-57108698965.000000,10462930601.000000,-137651243109.000000,160129156292.000000,2047335308620.000000,-2011273248985.000000,,,,,,,,,,,,,,,,,-11624734676.000000,3169896192.000000,,,,,,58713981254.000000,90500000000.000000,-16692046113.000000,,,,160129156292.000000,-171239620258.000000,100480596376.000000,2232977883.000000,,-68526045999.000000
12M 2017,41456873494.000000,1789140859113.000000,-1555960332893.000000,,,,-1555960332893.000000,4747654553.000000,-140357678056.000000,-64586558811.000000,912769958.000000,7560159630.000000,41456873494.000000,-490256542154.000000,-64842566.000000,,,,,,,-63209428838.000000,-435518694784.000000,8536424034.000000,-490256542154.000000,507494783339.000000,2510266669460.000000,-2273011339122.000000,,,,,,,,,,,,,,,,,-17604326653.000000,8866671800.000000,,,,,,-33992954999.000000,312970062853.000000,,,,,507494783339.000000,58695114679.000000,-68526045999.000000,22452192.000000,,-9808479128.000000
12M 2018,-414427984259.000000,1762366143116.000000,-1939774513020.000000,,,,-1939774513020.000000,372703683.000000,-166503499767.000000,-88236564069.000000,1647511021.000000,15700234777.000000,-414427984259.000000,-144952348337.000000,-71145014.000000,-2310000000.000000,,,,,,-130017596064.000000,-38835600431.000000,26281993172.000000,-144952348337.000000,638058365885.000000,4202354888555.000000,-3613578342640.000000,,,,,,,,,,,,,,,,,-16364820062.000000,25467283545.000000,,,,,,20829356487.000000,19350000000.000000,,,,,638058365885.000000,78678033289.000000,-9808479128.000000,-457481299.000000,-4245873348.000000,64166199514.000000
12M 2019,-406185848934.000000,1659460518316.000000,-1759927696300.000000,,,,-1759927696300.000000,678558475.000000,-215457327709.000000,-107814934562.000000,1387785500.000000,15487247346.000000,-406185848934.000000,-208099719619.000000,-272263179.000000,-2264000000.000000,,,,,,-243309989438.000000,-13432687819.000000,51179220817.000000,-208099719619.000000,538728563907.000000,7545136652362.000000,-7009050450635.000000,,,,,,,,,,,,,,,,,-20685637819.000000,,,,,,,23327999999.000000,,,,,,538728563907.000000,-75557004646.000000,64166199514.000000,887820312.000000,,-10502984820.000000
12M 2020,95687138290.000000,3170167143161.000000,-2778148080528.000000,,,,-2778148080528.000000,147806429.000000,-235919529484.000000,-67033593419.000000,,6473392131.000000,95687138290.000000,-132920028268.000000,,-330400000.000000,,,,,-6409592220.000000,-143942454393.000000,-12894424042.000000,30656842387.000000,-132920028268.000000,48776332219.000000,,,5627216623076.000000,,27391364315.000000,-5565796449374.000000,-74868207372.000000,,,,,,,,,,,,-27968998426.000000,,,,,,,62802000000.000000,,,,,,48776332219.000000,11543442241.000000,-11929695442.000000,-166832938.000000,,-553086139.000000
12M 2021,-51752783777.000000,5441901514762.000000,-5177070376270.000000,,,,-5177070376270.000000,2694845564.000000,-211925886416.000000,-131917900206.000000,16832598392.000000,7732420397.000000,-51752783777.000000,-10761283655.000000,-1789242000.000000,,123300000000.000000,,,-12000000000.000000,-311225276.000000,-99852683255.000000,-48802709181.000000,28694576057.000000,-10761283655.000000,154361135250.000000,,,4588599248795.000000,,505000000000.000000,-5122904563573.000000,-209344048156.000000,450000000000.000000,,,150000000000.000000,,,,-15906250000.000000,,,,-32850332141.000000,,,-33767919675.000000,,,,-143815000000.000000,,,,19350000000.000000,,154361135250.000000,91847067818.000000,-553086139.000000,-2521760280.000000,1311690670.000000,90083912069.000000
12M 2022,88059422068.000000,4828933406084.000000,-4382660377265.000000,,,,-4382660377265.000000,4184560611.000000,-171542725249.000000,-219742549743.000000,8454904007.000000,20432203623.000000,88059422068.000000,-40115499963.000000,-8921451696.000000,,,,,,-10735000.000000,-52498434556.000000,-4147128488.000000,25462249777.000000,-40115499963.000000,96055630003.000000,,,5628705034193.000000,,98000000000.000000,-5573254137107.000000,-113459253499.000000,250000000000.000000,-42180000000.000000,,109030000000.000000,-52500000000.000000,,,-40867780204.000000,,,-40000000000.000000,-31535519538.000000,,-49643362000.000000,-68589351842.000000,,,,,,,,22350000000.000000,,96055630003.000000,143999552108.000000,90083912069.000000,-7675980126.000000,,226407484051.000000
12M 2023,-316830032240.000000,2137707923837.000000,-2185013033741.000000,,,,-2185013033741.000000,7881075028.000000,-252730084919.000000,-82682313727.000000,36980123332.000000,21026277950.000000,-316830032240.000000,-147592055780.000000,-35231744453.000000,,,,,,-322273.000000,-28401508164.000000,-127221553398.000000,43263072508.000000,-147592055780.000000,366629419307.000000,,,5942192684249.000000,,50000000000.000000,-5764111347562.000000,-142434048639.000000,,,,,,,,,,-866800000.000000,40000000000.000000,-27858717441.000000,,-40313928800.000000,,,,,,,310021577500.000000,,,,366629419307.000000,-97792668713.000000,226407484051.000000,1659598556.000000,,130274413894.000000
12M 2024,190925260808.000000,2888976409908.000000,,-1787861900099.000000,-396622420858.000000,-282272854398.000000,-2466757175355.000000,10309996267.000000,-232454816252.000000,-52437836807.000000,10375285831.000000,32913397216.000000,190925260808.000000,-34650308675.000000,-25547329558.000000,,,,,,,-9059075781.000000,-1150333654.000000,1106430318.000000,-34650308675.000000,-251013627653.000000,,,6032969077365.000000,100000000000.000000,,-5757049380966.000000,-113194942648.000000,,,,,-97500000000.000000,,,,,-557202862.000000,,-14261178542.000000,,,,,,,,,6400000000.000000,-407820000000.000000,,,-251013627653.000000,-94738675520.000000,130274413894.000000,4236689308.000000,,39772427682.000000
