Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2019,1.0,0.84,1.22,2.6,0.0,0.0,1.13,0.47,1.6
12M 2020,0.66,0.5,1.17,2.45,0.0,0.0,1.16,0.48,1.45
12M 2021,1.09,0.82,0.51,1.62,0.0,0.0,0.51,0.32,0.62
12M 2022,1.47,1.17,0.48,1.64,0.0,0.0,0.46,0.29,0.64
12M 2023,1.8,1.59,0.35,1.59,0.0,0.0,0.3,0.22,0.59
12M 2024,1.74,1.54,0.27,1.47,0.0,0.0,0.26,0.19,0.47
