Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2019,0.00 B,-53057.48,-0.00,0.00,,-1.12%,-2.92%,3.66%,0.52
12M 2020,5.00 B,-20.30,-12.32,2.63,,-5.58%,-13.68%,-2.07%,-0.38
12M 2021,5.00 B,7.69,50.46,2.47,228.01 B,1.54%,2.49%,4.53%,1.05
12M 2022,5.74 B,30.00,26.83,4.59,357.63 B,7.33%,12.05%,10.45%,3.73
12M 2023,5.74 B,18.83,22.09,2.75,357.03 B,4.17%,6.65%,8.38%,3.81
12M 2024,5.74 B,13.80,30.72,3.29,304.20 B,3.00%,4.42%,6.20%,3.44
