Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2019,(19 B),(225 B),(244 B),-595674.67
12M 2020,24 B,(78 B),(54 B),-10.85
12M 2021,36 B,(14 B),22 B,4.36
12M 2022,213 B,(45 B),168 B,29.22
12M 2023,355 B,(146 B),209 B,36.39
12M 2024,111 B,(15 B),97 B,16.85
