Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Tanaman Perkebunan,Tanaman Telah Menghasilkan,Tanaman Belum Menghasilkan,Pembibitan,Total Tanaman Perkebunan,Piutang Lain-Lain,Pihak Berelasi,Total Piutang Lain-Lain,Aset Pajak Tangguhan,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Utang Lain-Lain,Utang Pajak,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Sewa Pembiayaan,Utang Bank Jangka Panjang,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank Jangka Panjang,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Utang Lain-Lain,Liabilitas Pajak Tangguhan,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2019,,,69789255935.000000,42096602812.000000,19794394223.000000,22302208589.000000,42096602812.000000,317359684.000000,317359684.000000,,317359684.000000,26370240106.000000,24023352675.000000,162596811212.000000,,785533771331.000000,730172057331.000000,55361714000.000000,,785533771331.000000,,,,,991333952481.000000,1776867723812.000000,1939464535024.000000,,,162066289495.000000,,27482111352.000000,15435413270.000000,42917524622.000000,,,69505050000.000000,69505050000.000000,214256540.000000,3410458333.000000,,,46019000000.000000,46019000000.000000,,162066289495.000000,1031585389523.000000,,864645139526.000000,864645139526.000000,,,,,148017680227.000000,18922569770.000000,1031585389523.000000,1193651679018.000000,,409836000000.000000,,-378242076850.000000,714218932855.000000,745812856005.000000,1939464535023.000000,409836.000000
12M 2020,,,4390795825.000000,6631427579.000000,6631427579.000000,,6631427579.000000,254259812.000000,254259812.000000,,254259812.000000,26369382145.000000,70226012602.000000,107871877963.000000,,667719895624.000000,619365349421.000000,48354546203.000000,,667719895624.000000,,,,,1041907451447.000000,1709627347071.000000,1817499225034.000000,,,162457694413.000000,,25059510571.000000,22551697899.000000,47611208470.000000,,,10807566212.000000,10807566212.000000,4151685823.000000,4326252737.000000,,,76620500000.000000,76620500000.000000,18940481171.000000,162457694413.000000,913234076926.000000,,790544051830.000000,790544051830.000000,,,,,103823126570.000000,18866898526.000000,913234076926.000000,1075691771339.000000,,499836000000.000000,8830613127.000000,-420677597501.000000,653818438068.000000,741807453694.000000,1817499225033.000000,4998360000.000000
12M 2021,,,7249391491.000000,54842183353.000000,773717354.000000,54068465999.000000,54842183353.000000,9711121769.000000,9711121769.000000,,9711121769.000000,47368467163.000000,71331086093.000000,190502249869.000000,,1099467415075.000000,1011029412899.000000,88438002176.000000,,1099467415075.000000,,,,,1207184712310.000000,2306652127385.000000,2497154377254.000000,,,175197926335.000000,,39665887868.000000,,39665887868.000000,,,6216340788.000000,6216340788.000000,15860449705.000000,13566535568.000000,,,99709749996.000000,99709749996.000000,178962410.000000,175197926335.000000,780502198775.000000,,691427216582.000000,691427216582.000000,,,,,64745196919.000000,24329785274.000000,780502198775.000000,955700125110.000000,,499836000000.000000,8830613127.000000,-323208587357.000000,1355996226374.000000,1541454252144.000000,2497154377254.000000,4998360000.000000
12M 2022,,,35899308357.000000,61141616422.000000,245942770.000000,60895673652.000000,61141616422.000000,1951771831.000000,1951771831.000000,,1951771831.000000,59994838146.000000,131010908676.000000,289998443432.000000,,837881220083.000000,732297970916.000000,105583249167.000000,,837881220083.000000,11040793694.000000,,11040793694.000000,,1208597155671.000000,2057519169448.000000,2347517612880.000000,,,197371836873.000000,,34345262634.000000,,34345262634.000000,,,320953270.000000,320953270.000000,33774864135.000000,5373776837.000000,,,122981999997.000000,122981999997.000000,574980000.000000,197371836873.000000,720979672292.000000,,569096976687.000000,569096976687.000000,,,,,135548978558.000000,16333717047.000000,720979672292.000000,918351509165.000000,,573784888200.000000,24990738370.000000,-122940927208.000000,953331404353.000000,1429166103715.000000,2347517612880.000000,5737848882.000000
12M 2023,,,75587187365.000000,64422246872.000000,,64422246872.000000,64422246872.000000,898035402.000000,898035402.000000,,898035402.000000,34598519131.000000,115407417959.000000,290913406729.000000,,1039985868405.000000,852543719999.000000,187442148406.000000,,1039985868405.000000,4646646847.000000,,4646646847.000000,,1255930545288.000000,2300563060540.000000,2591476467269.000000,,,161569378318.000000,,27907770403.000000,1434039062.000000,29341809465.000000,,,197624229.000000,197624229.000000,35138757780.000000,8989257566.000000,,,81920304471.000000,81920304471.000000,5981624807.000000,161569378318.000000,803832243180.000000,,487921098091.000000,487921098091.000000,,,152603853153.000000,152603853153.000000,143835060522.000000,19472231414.000000,803832243180.000000,965401621498.000000,,573784888200.000000,24990738370.000000,46028539243.000000,981270679957.000000,1626074845770.000000,2591476467268.000000,5737848882.000000
12M 2024,,,14232285503.000000,210304880859.000000,1268558739.000000,209036322120.000000,210304880859.000000,831689706.000000,685474265.000000,146215441.000000,831689706.000000,43491386249.000000,99020258180.000000,367880500497.000000,,1072219936822.000000,888863786822.000000,183356150000.000000,,1072219936822.000000,,,,,1199098162642.000000,2271318099464.000000,2639198599961.000000,,,211181140925.000000,,41596972640.000000,1436951862.000000,43033924502.000000,,,1020346168.000000,1020346168.000000,27508755984.000000,10178114287.000000,,,129439999984.000000,129439999984.000000,,211181140925.000000,635065707941.000000,,359279338579.000000,359279338579.000000,,,100369686801.000000,100369686801.000000,155946422879.000000,19470259682.000000,635065707941.000000,846246848866.000000,,573784888200.000000,24990738370.000000,174452283389.000000,1019723841135.000000,1792951751094.000000,2639198599960.000000,5737848882.000000
