Period,Arus Kas Dari Aktivitas Operasi,Penerimaan Kas Dari Pelanggan,Pembayaran Kas Kepada Karyawan,Pembayaran Kas Kepada Pemasok Dan Untuk Beban Operasional Lainnya,Pembayaran Bunga Dan Beban Keuangan,Penempatan Uang Jaminan Dari Penyewa,Restitusi Pajak Penghasilan,Pembayaran Pajak Pembangunan I Dan Pajak Penghasilan,Total Arus Kas Dari Aktivitas Operasi,Arus Kas Dari Aktivitas Investasi,Penerimaan Bunga,Penerimaan Hasil Penjualan Aset Tetap,Perolehan Aset Tetap,Penempatan Uang Jaminan,Penambahan Biaya Lisensi Yang Ditangguhkan,Uang Muka Untuk Perolehan Aset Tetap,Pembayaran Utang Lain-Lain,Akuisisi Entitas Anak,Total Arus Kas Dari Aktivitas Investasi,Arus Kas Dari Aktivitas Pendanaan,Penerimaan Dana Dari Hasil Penawaran Umum Saham Perdana,Hasil Penerbitan Saham,Penambahan Utang Bank Jangka Pendek,Pembayaran Utang Bank Jangka Pendek,Pembayaran Utang Lain-Lain,Pembayaran Dividen Tunai,Penurunan Piutang Dan Utang Kepada Pihak Berelasi - Bersih,Peningkatan Modal Disetor,Pembayaran Liabilitas Sewa Pembiayaan,Pembayaran Bunga Dan Beban Keuangan,Pembayaran Utang Pembelian Kendaraan,Pembayaran Biaya Emisi Saham,Penerimaan Dari Penerbitan Obligasi Konversi,Penerimaan Setoran Modal Dari Pemegang Saham Terdahulu,Pengembalian Modal Disetor,Pembayaran Dividen Entitas Anak Kepada Pemegang Saham Terdahulu,Total Arus Kas Dari Aktivitas Pendanaan,Kenaikan (Penurunan) Bersih Kas Dan Setara Kas,Kas Dan Setara Kas Awal Periode,Peningkatan Kas Dan Setara Kas Akibat Akuisisi Entitas Anak,Kas Dan Setara Kas Akhir Periode
12M 2016,297896000000.000000,1661537000000.000000,-261307000000.000000,-906911000000.000000,-340000000.000000,,796000000.000000,-195879000000.000000,297896000000.000000,-459424000000.000000,2565000000.000000,719000000.000000,-201403000000.000000,-9624000000.000000,-10181000000.000000,,,-241500000000.000000,-459424000000.000000,501389000000.000000,,,,,-31436000000.000000,,-45396000000.000000,587500000000.000000,,,,,725002000000.000000,,-428280000000.000000,-306001000000.000000,501389000000.000000,339861000000.000000,67089000000.000000,,406950000000.000000
12M 2017,254292000000.000000,1881496000000.000000,-307502000000.000000,-1082729000000.000000,-269000000.000000,,,-236704000000.000000,254292000000.000000,-256535000000.000000,12827000000.000000,2048000000.000000,-250632000000.000000,-9357000000.000000,-11278000000.000000,-143000000.000000,,,-256535000000.000000,-36180000000.000000,37252000000.000000,,,,-36377000000.000000,-14600000000.000000,-15074000000.000000,,,,-892000000.000000,-6489000000.000000,,,,,-36180000000.000000,-38423000000.000000,406950000000.000000,,368527000000.000000
12M 2018,380815000000.000000,2812345000000.000000,-420746000000.000000,-1956729000000.000000,-383000000.000000,,29000000.000000,-53701000000.000000,380815000000.000000,-441525000000.000000,11554000000.000000,1631000000.000000,-275874000000.000000,-10508000000.000000,-14903000000.000000,-155000000.000000,-53270000000.000000,-100000000000.000000,-441525000000.000000,-31302000000.000000,,,,,,,-68241000000.000000,,,,-1061000000.000000,,,,,38000000000.000000,-31302000000.000000,-92012000000.000000,370480000000.000000,,278468000000.000000
12M 2019,494213000000.000000,3409849000000.000000,-530763000000.000000,-2320376000000.000000,-650000000.000000,,,-63847000000.000000,494213000000.000000,-422511000000.000000,10196000000.000000,184000000.000000,-336143000000.000000,-10334000000.000000,-8872000000.000000,-1825000000.000000,-67717000000.000000,-8000000000.000000,-422511000000.000000,-17964000000.000000,,,,,,,-16523000000.000000,,,,-1441000000.000000,,,,,,-17964000000.000000,53738000000.000000,280003000000.000000,,333741000000.000000
12M 2020,417867000000.000000,2261931000000.000000,-482460000000.000000,-1324770000000.000000,-829000000.000000,,3109000000.000000,-39114000000.000000,417867000000.000000,-191870000000.000000,9914000000.000000,82000000.000000,-115719000000.000000,-4396000000.000000,-6175000000.000000,-1127000000.000000,-74449000000.000000,,-191870000000.000000,-203882000000.000000,,,,,,,-8480000000.000000,,-193962000000.000000,,-1440000000.000000,,,,,,-203882000000.000000,22115000000.000000,333741000000.000000,,355856000000.000000
12M 2021,405970000000.000000,2689774000000.000000,-438300000000.000000,-1836253000000.000000,,,924000000.000000,-10175000000.000000,405970000000.000000,-245771000000.000000,3982000000.000000,2124000000.000000,-147149000000.000000,-8216000000.000000,-10952000000.000000,-2132000000.000000,-83428000000.000000,,-245771000000.000000,-259880000000.000000,,,,,,,-45534000000.000000,,-212156000000.000000,-1287000000.000000,-903000000.000000,,,,,,-259880000000.000000,-99681000000.000000,355856000000.000000,,256175000000.000000
12M 2022,768212000000.000000,3768399000000.000000,-604654000000.000000,-2418885000000.000000,,,32580000000.000000,-9228000000.000000,768212000000.000000,-476630000000.000000,2560000000.000000,3656000000.000000,-393074000000.000000,-5449000000.000000,-17843000000.000000,-1013000000.000000,-65467000000.000000,,-476630000000.000000,-289506000000.000000,,,,,,,-6856000000.000000,,-280750000000.000000,-1533000000.000000,-367000000.000000,,,,,,-289506000000.000000,2076000000.000000,256175000000.000000,,258251000000.000000
12M 2023,743170000000.000000,4421004000000.000000,-732221000000.000000,-2914637000000.000000,,,8536000000.000000,-39512000000.000000,743170000000.000000,-536163000000.000000,3823000000.000000,564000000.000000,-375365000000.000000,-13983000000.000000,-12836000000.000000,-371000000.000000,-137995000000.000000,,-536163000000.000000,76005000000.000000,,432573000000.000000,23500000000.000000,-23500000000.000000,,,-7312000000.000000,,-347099000000.000000,-1398000000.000000,-759000000.000000,,,,,,76005000000.000000,283012000000.000000,258251000000.000000,,541263000000.000000
12M 2024,551289000000.000000,3564639000000.000000,-677136000000.000000,-2309391000000.000000,,,1113000000.000000,-27936000000.000000,551289000000.000000,-284687000000.000000,17059000000.000000,2247000000.000000,-119260000000.000000,-3416000000.000000,-497000000.000000,-1406000000.000000,-179414000000.000000,,-284687000000.000000,-339145000000.000000,,,,,,,,,-336466000000.000000,-922000000.000000,-1757000000.000000,,,,,,-339145000000.000000,-72543000000.000000,541263000000.000000,,468720000000.000000
