Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Berelasi,Pihak Ketiga,Total Piutang Usaha,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Tak Berwujud,Aset Tetap,Aset Pajak Tangguhan,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank,Utang Usaha,Pihak Berelasi,Pihak Ketiga,Total Utang Usaha,Utang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Utang Lain-Lain,Utang Pajak,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Pembelian Kendaraan,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Pembelian Kendaraan,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Obligasi Konversi,Liabilitas Pajak Tangguhan,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2016,,,406950000000.000000,46711000000.000000,11917000000.000000,34794000000.000000,46711000000.000000,4490000000.000000,939000000.000000,3551000000.000000,4490000000.000000,68354000000.000000,72948000000.000000,599453000000.000000,,7851000000.000000,505651000000.000000,,120873000000.000000,634375000000.000000,1233828000000.000000,,,353880000000.000000,,57259000000.000000,,,57259000000.000000,,25775000000.000000,105770000000.000000,131545000000.000000,51010000000.000000,60024000000.000000,,,,,54042000000.000000,353880000000.000000,732296000000.000000,,,,,699702000000.000000,,32594000000.000000,732296000000.000000,1086176000000.000000,,-111517000000.000000,85491000000.000000,,,85491000000.000000,4000000.000000,173674000000.000000,147652000000.000000,1233828000000.000000,600000.000000
12M 2017,,,368527000000.000000,76914000000.000000,39175000000.000000,37739000000.000000,76914000000.000000,21538000000.000000,3332000000.000000,18206000000.000000,21538000000.000000,75932000000.000000,106466000000.000000,649377000000.000000,,13224000000.000000,669984000000.000000,,164273000000.000000,847481000000.000000,1496858000000.000000,,,456780000000.000000,,109651000000.000000,,,109651000000.000000,,13094000000.000000,147376000000.000000,160470000000.000000,48723000000.000000,79579000000.000000,,611000000.000000,,611000000.000000,57746000000.000000,456780000000.000000,61292000000.000000,,1075000000.000000,,1075000000.000000,,,60217000000.000000,61292000000.000000,518072000000.000000,,598876000000.000000,165348000000.000000,1000000000.000000,164348000000.000000,165348000000.000000,5000000.000000,214557000000.000000,978786000000.000000,1496858000000.000000,2170922900.000000
12M 2018,,,278468000000.000000,67833000000.000000,38895000000.000000,28938000000.000000,67833000000.000000,15317000000.000000,1373000000.000000,13944000000.000000,15317000000.000000,96747000000.000000,135515000000.000000,593880000000.000000,,14749000000.000000,914675000000.000000,,187151000000.000000,1116575000000.000000,1710455000000.000000,,,561373000000.000000,,,118000000.000000,139938000000.000000,140056000000.000000,,23784000000.000000,158694000000.000000,182478000000.000000,56194000000.000000,131648000000.000000,,866000000.000000,,866000000.000000,50131000000.000000,561373000000.000000,81164000000.000000,,882000000.000000,,882000000.000000,,4915000000.000000,75367000000.000000,81164000000.000000,642537000000.000000,,-1866000000.000000,280792000000.000000,1000000000.000000,279792000000.000000,280792000000.000000,7000000.000000,788985000000.000000,1067918000000.000000,1710455000000.000000,2170922900.000000
12M 2019,,,333741000000.000000,70119000000.000000,38526000000.000000,31593000000.000000,70119000000.000000,11966000000.000000,2209000000.000000,9757000000.000000,11966000000.000000,131377000000.000000,149505000000.000000,696708000000.000000,,,1117723000000.000000,21031000000.000000,231825000000.000000,1370579000000.000000,2067287000000.000000,,,714049000000.000000,,,6000000.000000,177562000000.000000,177568000000.000000,,19568000000.000000,211956000000.000000,231524000000.000000,67429000000.000000,180349000000.000000,,1020000000.000000,,1020000000.000000,56159000000.000000,714049000000.000000,117543000000.000000,,789000000.000000,,789000000.000000,,4316000000.000000,112438000000.000000,117543000000.000000,831592000000.000000,,-1866000000.000000,446517000000.000000,1000000000.000000,445517000000.000000,446517000000.000000,8000000.000000,791036000000.000000,1235695000000.000000,2067287000000.000000,2170922900.000000
12M 2020,,,355856000000.000000,55548000000.000000,22050000000.000000,33498000000.000000,55548000000.000000,10744000000.000000,3087000000.000000,7657000000.000000,10744000000.000000,111051000000.000000,59033000000.000000,592232000000.000000,,,1027674000000.000000,57671000000.000000,764311000000.000000,1849656000000.000000,2441888000000.000000,,,1043136000000.000000,,,,214267000000.000000,214267000000.000000,,55190000000.000000,227192000000.000000,282382000000.000000,61197000000.000000,129547000000.000000,,833000000.000000,293243000000.000000,294076000000.000000,61667000000.000000,1043136000000.000000,378669000000.000000,,441000000.000000,248378000000.000000,248819000000.000000,,,129850000000.000000,378669000000.000000,1421805000000.000000,,-1866000000.000000,227556000000.000000,2000000000.000000,225556000000.000000,227556000000.000000,6000000.000000,794387000000.000000,1020083000000.000000,2441888000000.000000,2170922900.000000
12M 2021,,,256175000000.000000,45561000000.000000,21454000000.000000,24107000000.000000,45561000000.000000,7643000000.000000,1909000000.000000,5734000000.000000,7643000000.000000,143855000000.000000,63003000000.000000,516237000000.000000,,,993080000000.000000,51604000000.000000,680456000000.000000,1725140000000.000000,2241377000000.000000,,,894469000000.000000,,,,193985000000.000000,193985000000.000000,,13683000000.000000,197808000000.000000,211491000000.000000,57403000000.000000,140620000000.000000,,356000000.000000,223326000000.000000,223682000000.000000,67288000000.000000,894469000000.000000,332155000000.000000,,15000000.000000,208260000000.000000,208275000000.000000,,,123880000000.000000,332155000000.000000,1226624000000.000000,,-1866000000.000000,217629000000.000000,2000000000.000000,215629000000.000000,217629000000.000000,6000000.000000,798984000000.000000,1014753000000.000000,2241377000000.000000,2170922900.000000
12M 2022,,,258251000000.000000,74733000000.000000,26476000000.000000,48257000000.000000,74733000000.000000,8802000000.000000,2225000000.000000,6577000000.000000,8802000000.000000,179559000000.000000,49127000000.000000,570472000000.000000,,,1254165000000.000000,27695000000.000000,725299000000.000000,2007159000000.000000,2577631000000.000000,,,1072658000000.000000,,,,270287000000.000000,270287000000.000000,,16604000000.000000,285231000000.000000,301835000000.000000,83130000000.000000,138014000000.000000,,486000000.000000,190121000000.000000,190607000000.000000,88785000000.000000,1072658000000.000000,329779000000.000000,,974000000.000000,220751000000.000000,221725000000.000000,,1733000000.000000,106321000000.000000,329779000000.000000,1402437000000.000000,,-1866000000.000000,376737000000.000000,2000000000.000000,374737000000.000000,376737000000.000000,6000000.000000,800317000000.000000,1175194000000.000000,2577631000000.000000,2170922900.000000
12M 2023,,,541263000000.000000,54334000000.000000,24722000000.000000,29612000000.000000,54334000000.000000,14985000000.000000,3084000000.000000,11901000000.000000,14985000000.000000,192808000000.000000,37054000000.000000,840444000000.000000,,,1494859000000.000000,5444000000.000000,903975000000.000000,2404278000000.000000,3244722000000.000000,,,1161026000000.000000,,,,225832000000.000000,225832000000.000000,,18616000000.000000,385690000000.000000,404306000000.000000,63490000000.000000,120243000000.000000,,1119000000.000000,258371000000.000000,259490000000.000000,87665000000.000000,1161026000000.000000,396940000000.000000,,1381000000.000000,266246000000.000000,267627000000.000000,,3375000000.000000,125938000000.000000,396940000000.000000,1557966000000.000000,,-1866000000.000000,458423000000.000000,2000000000.000000,456423000000.000000,458423000000.000000,6000000.000000,1230193000000.000000,1686756000000.000000,3244722000000.000000,2387922900.000000
12M 2024,,,468720000000.000000,49992000000.000000,22806000000.000000,27186000000.000000,49992000000.000000,9714000000.000000,1581000000.000000,8133000000.000000,9714000000.000000,135568000000.000000,43013000000.000000,707007000000.000000,,,1327032000000.000000,46591000000.000000,884190000000.000000,2257813000000.000000,2964820000000.000000,,,1032080000000.000000,,,,271449000000.000000,271449000000.000000,,13565000000.000000,254118000000.000000,267683000000.000000,57063000000.000000,98513000000.000000,,1311000000.000000,243713000000.000000,245024000000.000000,92348000000.000000,1032080000000.000000,385653000000.000000,,891000000.000000,267027000000.000000,267918000000.000000,,435000000.000000,117300000000.000000,385653000000.000000,1417733000000.000000,,-1866000000.000000,312275000000.000000,4000000000.000000,308275000000.000000,312275000000.000000,6000000.000000,1236672000000.000000,1547087000000.000000,2964820000000.000000,2387922900.000000
