Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2016,298 B,(212 B),86 B,143853.33
12M 2017,254 B,(262 B),(8 B),-3.57
12M 2018,381 B,(291 B),90 B,41.40
12M 2019,494 B,(347 B),494 B,67.88
12M 2020,418 B,(123 B),295 B,135.82
12M 2021,406 B,(160 B),246 B,113.19
12M 2022,768 B,(412 B),(412 B),164.12
12M 2023,743 B,(389 B),355 B,148.50
12M 2024,551 B,(121 B),430 B,180.13
