Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2021,0.00 B,386441.17,0.00,0.00,,10.09%,91.63%,59.59%,2.71
12M 2022,0.00 B,639488.85,0.00,0.00,,15.15%,60.14%,33.01%,4.48
12M 2023,0.00 B,1269726.96,0.00,0.00,477.75 B,21.08%,54.53%,49.35%,15.31
12M 2024,0.00 B,1782278.63,0.00,0.00,641.78 B,18.96%,50.48%,38.64%,12.81
