Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Penjualan,Beban Umum Dan Administrasi,Others,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Pendapatan Keuangan,Beban Keuangan,Laba (Rugi) Atas Penjualan Aset Tetap,Laba (Rugi) Selisih Kurs,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2016,11034660014.000000,-8694194827.000000,2340465187.000000,-1503206509.000000,-27565000.000000,-1475641509.000000,,-1503206509.000000,837258678.000000,-574654954.000000,16411576.000000,-1056787818.000000,677490162.000000,,-211768874.000000,-574654954.000000,262603724.000000,-98324612.000000,164279112.000000,67109887.000000,231388999.000000,164279112.000000,155349354.000000,8929758.000000,164279112.000000,231388999.000000,221719575.000000,9669424.000000,231388999.000000
12M 2017,37920313614.000000,-27745347106.000000,10174966508.000000,-10182707775.000000,-185300000.000000,-9997407775.000000,,-10182707775.000000,-7741267.000000,267992497.000000,2177131832.000000,-1945513701.000000,,,36374366.000000,267992497.000000,260251230.000000,380658593.000000,640909823.000000,-117134393.000000,523775430.000000,640909823.000000,857945550.000000,-217035727.000000,640909823.000000,523775430.000000,741952454.000000,-218177024.000000,523775430.000000
12M 2018,45588322975.000000,-33151804541.000000,12436518434.000000,-10413295941.000000,-169212625.000000,-10244083316.000000,,-10413295941.000000,2023222493.000000,472192347.000000,1223134070.000000,-2635181341.000000,2657881800.000000,-924255069.000000,150612887.000000,472192347.000000,2495414840.000000,-122735007.000000,2372679833.000000,-20748422.000000,2351931411.000000,2372679833.000000,2069282630.000000,303397203.000000,2372679833.000000,2351931411.000000,2049057211.000000,302874200.000000,2351931411.000000
12M 2019,23813045423.000000,-12482160062.000000,11330885361.000000,-12347790811.000000,-476742101.000000,-11871048710.000000,,-12347790811.000000,-1016905450.000000,-9284301395.000000,1217739184.000000,-6116726307.000000,,-3331783846.000000,-1053530426.000000,-9284301395.000000,-10301206845.000000,1290375648.000000,-9010831197.000000,-573689955.000000,-9584521152.000000,-9010831197.000000,-9066270578.000000,55439381.000000,-9010831197.000000,-9584521152.000000,-9638398064.000000,53876912.000000,-9584521152.000000
12M 2020,12427172430.000000,-8449508057.000000,3977664373.000000,-24213513994.000000,-293964138.000000,-23918863478.000000,-686378.000000,-24213513994.000000,-20235849621.000000,27494969210.000000,1103576548.000000,-4941051415.000000,,8001922158.000000,23330521919.000000,27494969210.000000,7259119589.000000,-2947608570.000000,4311511019.000000,361748672.000000,4673259691.000000,4311511019.000000,1821391231.000000,2490119788.000000,4311511019.000000,4673259691.000000,2186372110.000000,2486887581.000000,4673259691.000000
12M 2021,38690158854.000000,-18608004489.000000,20082154365.000000,-9132430525.000000,,-9132435445.000000,4920.000000,-9132430525.000000,10949723840.000000,-2296678137.000000,639611929.000000,-4909939681.000000,,,1973649615.000000,-2296678137.000000,8653045703.000000,-1145131132.000000,7507914571.000000,427456709.000000,7935371280.000000,7507914571.000000,6151610472.000000,1356304099.000000,7507914571.000000,7935371280.000000,6564384588.000000,1370986692.000000,7935371280.000000
12M 2022,13755869523.000000,-6790735668.000000,6965133855.000000,-6891558877.000000,,-6891558877.000000,,-6891558877.000000,73574978.000000,6835630119.000000,400873809.000000,-2952941341.000000,,,9387697651.000000,6835630119.000000,6909205097.000000,-121247473.000000,6787957624.000000,134446989.000000,6922404613.000000,6787957624.000000,5904537614.000000,883420010.000000,6787957624.000000,6922404613.000000,6013765636.000000,908638977.000000,6922404613.000000
12M 2023,976765194.000000,-688851693.000000,287913501.000000,-8044667495.000000,,-8044667495.000000,,-8044667495.000000,-7756753994.000000,-855313381.000000,293494644.000000,-1220222877.000000,,,71414852.000000,-855313381.000000,-8612067375.000000,71206602.000000,-8540860773.000000,3301572.000000,-8537559201.000000,-8540860773.000000,-8410269945.000000,-130590828.000000,-8540860773.000000,-8537559201.000000,-8406968373.000000,-130590828.000000,-8537559201.000000
