Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2020,(1 B),(2 B),(3 B),-2744695.32
12M 2021,(4 B),(1 B),(5 B),-2.33
12M 2022,(13 B),(9 B),(22 B),-13.02
12M 2023,2 B,(5 B),(3 B),-1.86
12M 2024,0 B,(0 B),0 B,0.23
