Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,0.32,182.39,0.32,181.12,15 B,0 B,15 B,(21 B),183 B
12M 2009,0.70,197.41,0.71,196.35,0 B,,0 B,(75 B),219 B
12M 2010,0.92,228.69,0.92,227.84,0 B,,0 B,(165 B),265 B
12M 2011,2.19,217.13,2.19,217.13,9 B,,9 B,(129 B),267 B
12M 2012,2.42,155.24,2.42,155.24,5 B,,5 B,(45 B),204 B
12M 2013,1.99,147.95,1.99,147.95,5 B,,5 B,(12 B),185 B
12M 2014,1.84,171.47,1.84,171.47,3 B,,3 B,(15 B),229 B
12M 2015,1.12,200.17,1.12,200.17,,,,(64 B),247 B
12M 2016,2.12,245.67,2.12,245.67,,,,(104 B),301 B
12M 2017,1.17,324.40,1.17,323.48,,,,(143 B),335 B
12M 2018,1.08,356.02,1.08,355.09,,,,(107 B),344 B
12M 2019,0.86,395.73,0.86,394.80,,,,(180 B),389 B
12M 2020,0.81,437.59,0.82,433.76,,,,(240 B),461 B
12M 2021,0.86,508.69,0.87,505.18,,,,(284 B),573 B
12M 2022,0.81,578.40,0.81,575.94,,,,(270 B),654 B
12M 2023,0.71,614.06,0.71,612.64,2 B,,2 B,(441 B),677 B
12M 2024,0.82,654.62,0.83,653.61,0 B,,0 B,(488 B),724 B
