Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2019,(1 B),,(1 B),-673066.97
12M 2020,0 B,,0 B,4674.06
12M 2021,(1 B),(2 B),(3 B),-2.13
12M 2022,(35 B),(4 B),(39 B),-19.72
12M 2023,1 B,(3 B),(2 B),-1.15
12M 2024,(9 B),,(9 B),-4.30
