Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2019,0.00 B,261153.55,0.00,0.00,,15.14%,20.71%,41.18%,
12M 2020,0.00 B,47873.45,0.00,0.00,,41.70%,78.23%,127.04%,
12M 2021,1.30 B,4.93,0.00,0.00,9.77 B,7.54%,8.87%,22.46%,6.77
12M 2022,2.00 B,3.81,54.59,3.03,11.23 B,4.82%,5.35%,9.44%,12.26
12M 2023,2.00 B,3.07,19.22,1.12,9.60 B,3.47%,4.07%,5.72%,5.99
12M 2024,2.00 B,2.45,36.73,2.30,8.31 B,2.70%,3.14%,4.59%,4.38
