Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2021,0.00 B,172616.00,0.00,0.00,,7.07%,14.16%,42.75%,
12M 2022,0.00 B,369191.47,0.00,0.00,,9.18%,23.18%,34.26%,
12M 2023,0.65 B,1.84,72.28,1.90,,1.74%,2.43%,7.22%,
12M 2024,0.65 B,1.47,19.73,0.24,,1.37%,1.90%,4.97%,
