Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Berelasi,Pihak Ketiga,Total Piutang Usaha,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Persediaan,Aset Pajak Tangguhan,Adjusment,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Tetap,Investasi Pada Entitas Asosiasi,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Ketiga,Total Utang Usaha,Beban Akrual,Utang Pajak,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Pembelian Aset Tetap,Utang Bank,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Pembelian Aset Tetap,Utang Bank,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2021,,,281906018.000000,7986545721.000000,2460782721.000000,5525763000.000000,7986545721.000000,808201750.000000,495275261.000000,312926489.000000,808201750.000000,4908387001.000000,187395355.000000,,82960000.000000,14255395845.000000,,2161907498.000000,200450352.000000,466666667.000000,2829024517.000000,17084420362.000000,,,7690019834.000000,3423384489.000000,,2489473577.000000,2489473577.000000,18335417.000000,432786319.000000,,305070373.000000,1020969659.000000,1326040032.000000,,7690019834.000000,862541858.000000,,342422858.000000,125000000.000000,467422858.000000,395119000.000000,862541858.000000,8552561692.000000,,7000000000.000000,,1522147670.000000,,1522147670.000000,1522147670.000000,,9711000.000000,8531858670.000000,17084420362.000000,7000.000000
12M 2022,,,135440698.000000,13326465686.000000,,13326465686.000000,13326465686.000000,748872483.000000,495275261.000000,253597222.000000,748872483.000000,9981228674.000000,357666426.000000,,278180000.000000,24827853967.000000,,3089328164.000000,,236666667.000000,3325994831.000000,28153848798.000000,,,15367983584.000000,5427995722.000000,,7227482544.000000,7227482544.000000,,1001936625.000000,,464545959.000000,80000004.000000,544545963.000000,1166022730.000000,15367983584.000000,1634872821.000000,,626750504.000000,488333317.000000,1115083821.000000,519789000.000000,1634872821.000000,17002856405.000000,,7000000000.000000,,4106487933.000000,100000000.000000,4006487933.000000,4106487933.000000,,44504460.000000,11150992393.000000,28153848798.000000,7000.000000
12M 2023,,,30288636358.000000,16817695367.000000,,16817695367.000000,16817695367.000000,163907402.000000,,163907402.000000,163907402.000000,12321295715.000000,685537245.000000,,6007792709.000000,66284864796.000000,,2280556247.000000,,266666667.000000,2547222914.000000,68832087710.000000,,,17064507301.000000,6419039874.000000,,6026069330.000000,6026069330.000000,129586964.000000,703661554.000000,,174110525.000000,80000004.000000,254110529.000000,3532039050.000000,17064507301.000000,2546294433.000000,,490035117.000000,1098333316.000000,1588368433.000000,957926000.000000,2546294433.000000,19610801734.000000,,13000000000.000000,33047118645.000000,3202113952.000000,100000000.000000,3102113952.000000,3202113952.000000,,-27946620.000000,49221285977.000000,68832087711.000000,650000000.000000
12M 2024,,,30278974317.000000,25881126929.000000,,25881126929.000000,25881126929.000000,197831403.000000,,197831403.000000,197831403.000000,6460945991.000000,338430450.000000,,3418943556.000000,66576252646.000000,,3181593075.000000,,36666667.000000,3218259742.000000,69794512388.000000,,,16767273589.000000,6082121484.000000,,7426493877.000000,7426493877.000000,154271876.000000,461389755.000000,,698905606.000000,80000004.000000,778905610.000000,1864090987.000000,16767273589.000000,2633975623.000000,,600748319.000000,798333304.000000,1399081623.000000,1234894000.000000,2633975623.000000,19401249212.000000,,13000175500.000000,33048522645.000000,4157410755.000000,200000000.000000,3957410755.000000,4157410755.000000,,187154276.000000,50393263176.000000,69794512388.000000,650008775.000000
