Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2021,,,,,,,,,,,,,3.93,,1.85
12M 2022,103.19,131.18,85.61,148.76,3.54,,2.78,,14.36,,1.67,,3.98,,1.62
12M 2023,120.77,166.62,99.02,188.37,3.02,,2.19,,16.97,,0.94,,0.93,,3.88
12M 2024,99.58,68.02,48.72,118.88,3.67,,5.37,,28.65,,1.13,,1.57,,3.97
