Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Piutang Lain-Lain,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Pajak Tangguhan,Aset Tetap,Aset Tak Berwujud,Goodwill,Investasi Pada Entitas Asosiasi,Piutang Pihak Berelasi,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Utang Lain-Lain,Utang Pajak,Beban Akrual,Utang Bank,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Utang Bank,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2017,,,89652522952.000000,16627383332.000000,15779907880.000000,847475452.000000,16627383332.000000,10495432551.000000,10495432551.000000,,10495432551.000000,17735406220.000000,134510745055.000000,,4910341423.000000,83291541891.000000,569336646.000000,3288010773.000000,4360510563.000000,4614976252.000000,10876821304.000000,111911538852.000000,246422283907.000000,,,84377684310.000000,,13223128780.000000,339504000.000000,13562632780.000000,,2041210720.000000,,2041210720.000000,5717975356.000000,50083039913.000000,,12972825541.000000,84377684310.000000,20588954141.000000,,20588954141.000000,20588954141.000000,104966638451.000000,,16162000000.000000,,125868500353.000000,,125868500353.000000,125868500353.000000,2388104551.000000,-2962959448.000000,141455645456.000000,246422283907.000000,8081.000000
12M 2018,,,100259171080.000000,22758244714.000000,19783495015.000000,2974749699.000000,22758244714.000000,2037909656.000000,411136448.000000,1626773208.000000,2037909656.000000,21144244631.000000,146199570081.000000,,4119601542.000000,155326406150.000000,1940573066.000000,3288010773.000000,4888971156.000000,,13282806841.000000,182846369528.000000,329045939609.000000,,,91085741423.000000,,12280925069.000000,1636735627.000000,13917660696.000000,,470068729.000000,,470068729.000000,12867750457.000000,48497152535.000000,,15333109006.000000,91085741423.000000,20959376183.000000,,20959376183.000000,20959376183.000000,112045117606.000000,,16162000000.000000,,199248202469.000000,,199248202469.000000,199248202469.000000,2104088692.000000,-513469158.000000,217000822003.000000,329045939609.000000,8081.000000
12M 2019,,,198803095749.000000,39998512023.000000,35190244171.000000,4808267852.000000,39998512023.000000,826769364.000000,826769364.000000,,826769364.000000,24043967090.000000,263672344226.000000,,4551567395.000000,170234258085.000000,1571109453.000000,3288010773.000000,3274520334.000000,,11432791245.000000,194352257285.000000,458024601511.000000,,,114502196758.000000,,16949166649.000000,2843200663.000000,19792367312.000000,,1159565382.000000,,1159565382.000000,17574393652.000000,50845302330.000000,,25130568082.000000,114502196758.000000,25707513112.000000,,25707513112.000000,25707513112.000000,140209709870.000000,,16162000000.000000,,301540739647.000000,,301540739647.000000,301540739647.000000,2855977306.000000,-2743825312.000000,317814891641.000000,458024601511.000000,8081.000000
12M 2020,,,105728817232.000000,58568334044.000000,55634090367.000000,2934243677.000000,58568334044.000000,234051902.000000,234051902.000000,,234051902.000000,26855948937.000000,191387152115.000000,,2495976877.000000,333949053089.000000,61963948.000000,58424595.000000,,,6897394417.000000,343462812926.000000,534849965041.000000,,,208209900384.000000,,151339646097.000000,2219652077.000000,153559298174.000000,,2721738273.000000,,2721738273.000000,15716776561.000000,21984687991.000000,,14227399385.000000,208209900384.000000,16176453162.000000,,16176453162.000000,16176453162.000000,224386353546.000000,,16162000000.000000,-9322760033.000000,306597888176.000000,3232400000.000000,303365488176.000000,306597888176.000000,2997181616.000000,-5970698264.000000,310463611495.000000,534849965041.000000,323240000.000000
12M 2021,,,335854000000.000000,91911000000.000000,85615000000.000000,6296000000.000000,91911000000.000000,622000000.000000,622000000.000000,,622000000.000000,66536000000.000000,494923000000.000000,,2680000000.000000,769984000000.000000,108000000.000000,,,,3441000000.000000,776213000000.000000,1271136000000.000000,,,218194000000.000000,,108698000000.000000,3500000000.000000,112198000000.000000,,2951000000.000000,,2951000000.000000,18999000000.000000,46973000000.000000,,37073000000.000000,218194000000.000000,20895000000.000000,,20895000000.000000,20895000000.000000,239089000000.000000,,20203000000.000000,582610000000.000000,430168000000.000000,3232000000.000000,426936000000.000000,430168000000.000000,4768000000.000000,-5702000000.000000,1032047000000.000000,1271136000000.000000,404050000.000000
12M 2022,,,299739000000.000000,168749000000.000000,156416000000.000000,12333000000.000000,168749000000.000000,,,,,73819000000.000000,542307000000.000000,,7718000000.000000,1047579000000.000000,,,,,8338000000.000000,1063635000000.000000,1605942000000.000000,,,324141000000.000000,,145615000000.000000,4533000000.000000,150148000000.000000,,2611000000.000000,,2611000000.000000,25515000000.000000,91787000000.000000,,54080000000.000000,324141000000.000000,70371000000.000000,36885000000.000000,33486000000.000000,70371000000.000000,394512000000.000000,,20203000000.000000,582610000000.000000,616222000000.000000,4040000000.000000,612182000000.000000,616222000000.000000,5002000000.000000,-12607000000.000000,1211430000000.000000,1605942000000.000000,404050000.000000
12M 2023,,,265379000000.000000,195934000000.000000,160234000000.000000,35700000000.000000,195934000000.000000,,,,,122009000000.000000,583322000000.000000,,8955000000.000000,2106297000000.000000,,,,,24799000000.000000,2140051000000.000000,2723373000000.000000,,,681223000000.000000,,177570000000.000000,4122000000.000000,181692000000.000000,,5719000000.000000,,5719000000.000000,45089000000.000000,402220000000.000000,463000000.000000,46040000000.000000,681223000000.000000,570809000000.000000,535874000000.000000,34935000000.000000,570809000000.000000,1252032000000.000000,,20203000000.000000,582610000000.000000,863261000000.000000,4040000000.000000,859221000000.000000,863261000000.000000,5267000000.000000,,1471341000000.000000,2723373000000.000000,404050000.000000
12M 2024,,,275307000000.000000,174895000000.000000,171874000000.000000,3021000000.000000,174895000000.000000,,,,,173220000000.000000,623422000000.000000,,7361000000.000000,2806911000000.000000,2133000000.000000,,,,72006000000.000000,2888411000000.000000,3511833000000.000000,,,658269000000.000000,,141569000000.000000,,141569000000.000000,,4553000000.000000,,4553000000.000000,8571000000.000000,453592000000.000000,3984000000.000000,46000000000.000000,658269000000.000000,1144615000000.000000,1116092000000.000000,28523000000.000000,1144615000000.000000,1802884000000.000000,,20203000000.000000,582610000000.000000,1100679000000.000000,4040000000.000000,1096639000000.000000,1100679000000.000000,5457000000.000000,,1708949000000.000000,3511833000000.000000,404050000.000000
