Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2017,57 B,(14 B),44 B,5400965.26
12M 2018,85 B,(90 B),(5 B),-613916.02
12M 2019,124 B,(38 B),87 B,10714131.03
12M 2020,213 B,(202 B),11 B,32.65
12M 2021,70 B,(434 B),(365 B),-902.75
12M 2022,209 B,(282 B),(72 B),-179.39
12M 2023,175 B,(697 B),(522 B),-1292.12
12M 2024,380 B,(897 B),(516 B),-1278.22
