Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,2.03,707.71,2.03,707.71,"1,122 B",112 B,"1,234 B","1,155 B","(1,095 B)"
12M 2009,1.89,742.26,1.89,742.26,162 B,"1,044 B","1,206 B","1,109 B",(15 B)
12M 2010,2.35,883.84,2.35,883.84,89 B,912 B,"1,001 B",595 B,279 B
12M 2011,2.43,1054.90,2.43,1054.90,45 B,903 B,948 B,226 B,613 B
12M 2012,2.08,1232.05,2.08,1232.05,32 B,"1,099 B","1,131 B",28 B,"1,009 B"
12M 2013,3.57,1432.30,3.57,1432.30,386 B,"1,066 B","1,451 B",(230 B),"1,260 B"
12M 2014,2.78,1627.71,2.78,1627.71,239 B,972 B,"1,211 B",(813 B),"1,604 B"
12M 2015,2.04,1461.88,2.04,1461.88,12 B,"1,282 B","1,294 B",(493 B),"1,291 B"
12M 2016,1.33,1641.19,1.33,1641.19,21 B,"1,940 B","1,961 B",271 B,"1,710 B"
12M 2017,0.82,1875.22,0.82,1875.22,208 B,"3,503 B","3,711 B",882 B,"2,481 B"
12M 2018,0.73,1759.05,0.73,1759.05,550 B,"4,366 B","4,916 B","1,434 B","3,400 B"
12M 2019,0.94,1968.44,0.94,1968.44,"2,285 B","3,688 B","5,972 B","3,063 B","2,072 B"
12M 2020,0.93,1647.95,0.93,1647.95,"1,052 B","4,046 B","5,097 B","1,334 B","3,252 B"
12M 2021,1.13,1770.51,1.13,1770.51,513 B,"1,019 B","1,532 B",447 B,"(1,270 B)"
12M 2022,1.14,1921.02,1.14,1921.02,428 B,"1,785 B","2,212 B","1,855 B","(2,142 B)"
12M 2023,0.79,2108.29,0.79,2108.29,568 B,"4,219 B","4,787 B","4,629 B","(2,210 B)"
12M 2024,0.66,2175.08,0.66,2175.08,592 B,"6,008 B","6,599 B","6,466 B",194 B
