Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2018,34 B,(1 B),34 B,0.00
12M 2019,(69 B),(1 B),(70 B),-41.94
12M 2020,7 B,(0 B),6 B,3.87
12M 2021,6 B,(6 B),(0 B),-0.12
12M 2022,6 B,(0 B),5 B,3.27
12M 2023,(17 B),(0 B),(17 B),-10.38
12M 2024,(11 B),(0 B),(11 B),-6.56
