Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Piutang Lain-Lain,Persediaan,Piutang Pihak Berelasi,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Tetap,Aset Tak Berwujud,Piutang Lain-Lain,Investasi Pada Entitas Asosiasi,Aset Pajak Tangguhan,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Utang Lain-Lain,Utang Pajak,Utang Pihak Berelasi,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2018,,,1945546081.000000,35872490706.000000,,,35872490706.000000,18617399850.000000,,,18617399850.000000,18418990196.000000,,10223218410.000000,85077645243.000000,,1230189176.000000,680500000.000000,1406849428.000000,229500000.000000,144415294.000000,,3691453898.000000,88769099141.000000,,,40404366158.000000,29542500000.000000,363993491.000000,,,363993491.000000,229500000.000000,,,229500000.000000,10042537881.000000,,225834786.000000,,,,,40404366158.000000,577661175.000000,,,,577661175.000000,577661175.000000,40982027333.000000,,10363823376.000000,6385847369.000000,29012737768.000000,,,29012737768.000000,2135547573.000000,-110884278.000000,47787071808.000000,88769099141.000000,250000000.000000
12M 2019,,,25257090666.000000,35658694906.000000,34982699014.000000,675995892.000000,35658694906.000000,815417608.000000,815417608.000000,,815417608.000000,78338758268.000000,,83334378659.000000,223404340107.000000,,1360535766.000000,5380818750.000000,,225450000.000000,294829227.000000,,7261633743.000000,230665973850.000000,,,76705623446.000000,70491320000.000000,653443099.000000,,,653443099.000000,,279095183.000000,,279095183.000000,4712885408.000000,,456389438.000000,,,,112490318.000000,76705623446.000000,1179316910.000000,,,,1179316910.000000,1179316910.000000,77884940356.000000,,33333330000.000000,69990806187.000000,47894126090.000000,,,47894126090.000000,1888956426.000000,-326185209.000000,152781033494.000000,230665973850.000000,1666666500.000000
12M 2020,,,23039705426.000000,32860638386.000000,32111025180.000000,749613206.000000,32860638386.000000,2636458122.000000,,,2636458122.000000,95219992007.000000,13000000000.000000,44743092568.000000,211499886509.000000,,1026570735.000000,7916745736.000000,,223650000.000000,593952071.000000,2729041168.000000,12489959710.000000,223989846219.000000,,,61938860347.000000,51889000000.000000,,9775381.000000,3348050776.000000,3357826157.000000,,15935589.000000,,15935589.000000,5327452195.000000,12003333.000000,260100000.000000,,1072843073.000000,1072843073.000000,3700000.000000,61938860347.000000,4029050027.000000,,1598980874.000000,1598980874.000000,2430069153.000000,4029050027.000000,65967910374.000000,,33333330000.000000,69990806187.000000,54379383691.000000,100000000.000000,54279383691.000000,54379383691.000000,2766673728.000000,-2448257761.000000,158021935845.000000,223989846219.000000,1666666500.000000
12M 2021,,,25478915609.000000,26657918121.000000,25934127870.000000,723790251.000000,26657918121.000000,3151932130.000000,,,3151932130.000000,69992395118.000000,24171829696.000000,74766127854.000000,224219118528.000000,,6435400745.000000,7003220736.000000,,31900601685.000000,577560199.000000,4914825925.000000,50831609290.000000,275050727818.000000,,,75415238184.000000,59681500000.000000,,9287348.000000,4150495115.000000,4159782463.000000,,14937505.000000,,14937505.000000,4035154286.000000,6007000000.000000,172500000.000000,,1344363930.000000,1344363930.000000,,75415238184.000000,3578811035.000000,,1321429637.000000,1321429637.000000,2257381398.000000,3578811035.000000,78994049219.000000,,33333330000.000000,69990806187.000000,81006616829.000000,200000000.000000,80806616829.000000,81006616829.000000,14100048874.000000,-2374123291.000000,196056678599.000000,275050727818.000000,1666666500.000000
12M 2022,,,30343726919.000000,28258579113.000000,26863814619.000000,1394764494.000000,28258579113.000000,2745118283.000000,2745118283.000000,,2745118283.000000,70864717669.000000,22255000000.000000,65403687019.000000,219870829003.000000,,2157087251.000000,5549058236.000000,,31632227972.000000,595066177.000000,3806517810.000000,43739957446.000000,263610786449.000000,,,69163398766.000000,59988224824.000000,,,37534321.000000,37534321.000000,,70573772.000000,,70573772.000000,1960779853.000000,5500000000.000000,542447180.000000,,1063838816.000000,1063838816.000000,,69163398766.000000,2736902563.000000,,402932085.000000,402932085.000000,2333970478.000000,2736902563.000000,71900301329.000000,,33333330000.000000,69990806187.000000,82205052809.000000,300000000.000000,81905052809.000000,82205052809.000000,8112856426.000000,-1931560302.000000,191710485120.000000,263610786449.000000,1666666500.000000
12M 2023,,,3642819624.000000,27491120409.000000,26506072395.000000,985048014.000000,27491120409.000000,3926407183.000000,3926407183.000000,,3926407183.000000,84983080042.000000,22831757603.000000,74062647954.000000,216937832815.000000,,1326254319.000000,4181064486.000000,,29736689175.000000,522758674.000000,3382939341.000000,39149705995.000000,256087538810.000000,,,60193977217.000000,57833365001.000000,,534595.000000,25255929.000000,25790524.000000,,36097590.000000,,36097590.000000,1586935028.000000,,236580507.000000,,475208567.000000,475208567.000000,,60193977217.000000,2512014274.000000,,533886941.000000,533886941.000000,1978127333.000000,2512014274.000000,62705991491.000000,,33333330000.000000,69990806187.000000,83094273362.000000,400000000.000000,82694273362.000000,83094273362.000000,8115177425.000000,-1152039655.000000,193381547319.000000,256087538810.000000,1666666500.000000
12M 2024,,,3462023503.000000,26734081130.000000,26162567004.000000,571514126.000000,26734081130.000000,2577596593.000000,2577596593.000000,,2577596593.000000,87488416755.000000,16726856968.000000,75627713913.000000,212616688862.000000,,683086291.000000,3018997819.000000,,28075063242.000000,2718578857.000000,3107710125.000000,37603436334.000000,250220125196.000000,,,69922675611.000000,46203308668.000000,,629485.000000,48872302.000000,49501787.000000,,79095701.000000,22046669916.000000,22125765617.000000,164048449.000000,,908110500.000000,,471940590.000000,471940590.000000,,69922675611.000000,1906794546.000000,,269078721.000000,269078721.000000,1637715825.000000,1906794546.000000,71829470157.000000,,33333330000.000000,69990806187.000000,73556032726.000000,500000000.000000,73056032726.000000,73556032726.000000,2028366873.000000,-517880747.000000,178390655039.000000,250220125196.000000,1666666500.000000
