Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2009,0.00,-615287928.85,0.00,-615287928.85,,"15,413 B","15,413 B","15,365 B",10 B
12M 2010,0.70,920.27,0.70,920.27,111 B,"2,648 B","2,759 B","1,845 B","1,687 B"
12M 2011,0.95,537.45,0.95,537.45,95 B,"3,014 B","3,109 B","2,980 B","1,179 B"
12M 2012,0.44,552.06,0.44,552.06,"3,949 B",661 B,"4,611 B","4,545 B","(2,607 B)"
12M 2013,0.30,636.87,0.30,636.87,"5,533 B",836 B,"6,369 B","6,293 B","(6,045 B)"
12M 2014,0.50,605.04,0.50,605.04,"6,844 B",911 B,"7,755 B","7,677 B","(7,712 B)"
12M 2015,0.07,646.52,0.07,646.52,"9,014 B","1,043 B","10,057 B","9,957 B","(11,157 B)"
12M 2016,0.14,464.08,0.14,464.08,"2,567 B","2,226 B","4,793 B","4,757 B","(3,562 B)"
12M 2017,0.35,179.21,0.35,179.21,"2,081 B","1,449 B","3,530 B","3,459 B","2,809 B"
12M 2018,0.27,180.97,0.27,180.97,784 B,"1,547 B","2,331 B","2,212 B",(296 B)
12M 2019,0.29,174.04,0.29,174.04,751 B,"1,048 B","1,799 B","1,788 B","(1,052 B)"
12M 2020,0.54,148.12,0.54,148.12,,422 B,422 B,392 B,(284 B)
12M 2021,0.96,120.23,1.01,114.87,480 B,177 B,657 B,(205 B),"2,361 B"
12M 2022,1.24,127.85,1.30,122.53,143 B,851 B,995 B,836 B,"1,838 B"
12M 2023,1.33,128.12,1.38,122.85,326 B,715 B,"1,041 B",971 B,949 B
12M 2024,2.53,136.86,2.63,131.34,"1,353 B",126 B,"1,478 B","1,288 B",483 B
