Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,0.48,176.35,0.48,176.33,42 B,361 B,402 B,76 B,303 B
12M 2009,1.06,214.00,1.19,191.00,44 B,657 B,701 B,396 B,236 B
12M 2010,1.82,234.16,2.05,207.79,73 B,645 B,718 B,544 B,97 B
12M 2011,0.88,298.46,1.07,245.83,161 B,971 B,"1,132 B",953 B,(63 B)
12M 2012,0.76,264.05,0.91,220.20,155 B,"1,289 B","1,444 B","1,213 B",127 B
12M 2013,0.44,248.71,0.54,204.86,185 B,"1,278 B","1,463 B","1,288 B",(96 B)
12M 2014,0.52,257.50,0.63,213.65,79 B,"1,429 B","1,508 B","1,406 B",(28 B)
12M 2015,0.22,437.58,0.24,393.73,110 B,"1,706 B","1,816 B","1,703 B",53 B
12M 2016,0.41,182.27,0.47,160.40,150 B,"1,776 B","1,926 B","1,879 B",(140 B)
12M 2017,0.25,248.11,0.27,226.23,163 B,"1,286 B","1,449 B","1,374 B",(51 B)
12M 2018,0.30,169.23,0.30,169.23,177 B,"1,164 B","1,341 B","1,334 B",(105 B)
12M 2019,0.40,126.09,0.40,126.09,93 B,635 B,728 B,590 B,95 B
12M 2020,0.31,163.58,0.31,163.58,140 B,494 B,634 B,487 B,(90 B)
12M 2021,0.40,171.75,0.40,171.75,153 B,342 B,495 B,382 B,(37 B)
12M 2022,0.44,184.52,0.44,184.52,151 B,191 B,343 B,178 B,1 B
12M 2023,0.64,187.09,0.64,187.09,81 B,369 B,450 B,95 B,227 B
12M 2024,0.57,197.36,0.77,147.61,55 B,317 B,372 B,217 B,(225 B)
