Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2012,0.00,105.53,0.00,105.53,261 B,"1,056 B","1,316 B",900 B,(12 B)
12M 2013,3.44,238.60,3.44,238.60,471 B,650 B,"1,121 B",192 B,"1,260 B"
12M 2014,5.39,308.90,5.40,308.59,235 B,452 B,687 B,530 B,"1,791 B"
12M 2015,6.12,318.54,6.32,308.35,644 B,"2,539 B","3,182 B","2,661 B",430 B
12M 2016,3.86,362.60,3.86,362.23,815 B,"2,220 B","3,035 B","2,872 B",482 B
12M 2017,3.54,423.66,3.54,423.30,453 B,"4,222 B","4,674 B","2,474 B","3,602 B"
12M 2018,2.94,425.26,2.94,424.45,163 B,"5,852 B","6,016 B","3,711 B","4,946 B"
12M 2019,1.99,425.15,1.99,424.40,164 B,"6,222 B","6,385 B","4,183 B","1,978 B"
12M 2020,2.46,508.93,2.46,507.98,185 B,"6,159 B","6,343 B","4,435 B","1,977 B"
12M 2021,1.51,637.79,1.52,636.61,257 B,"6,003 B","6,259 B","4,426 B","2,037 B"
12M 2022,2.19,672.52,2.19,671.50,"1,402 B","4,507 B","5,909 B","4,962 B",93 B
12M 2023,5.69,183.79,5.71,183.10,"3,335 B","4,767 B","8,102 B","6,865 B",273 B
12M 2024,4.71,275.96,4.72,275.55,"3,191 B","3,801 B","6,992 B","5,811 B",516 B
