Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,0.36,153.85,0.36,153.85,4 B,79 B,83 B,83 B,136 B
12M 2009,0.43,154.50,0.43,154.50,14 B,99 B,113 B,108 B,127 B
12M 2010,0.98,171.16,0.98,171.16,15 B,92 B,107 B,98 B,180 B
12M 2011,0.68,197.19,0.68,197.19,181 B,88 B,269 B,239 B,254 B
12M 2012,1.66,216.33,1.66,216.33,306 B,80 B,386 B,359 B,312 B
12M 2013,1.04,304.30,1.04,304.30,975 B,372 B,"1,347 B","1,166 B","2,314 B"
12M 2014,0.46,334.35,0.46,334.35,"1,330 B",148 B,"1,477 B","1,457 B",577 B
12M 2015,0.18,274.56,0.18,274.56,"1,447 B",147 B,"1,594 B","1,511 B",389 B
12M 2016,0.25,207.59,0.25,207.59,"1,505 B",126 B,"1,630 B","1,576 B",72 B
12M 2017,1.63,30.73,1.63,30.73,"1,041 B",440 B,"1,480 B","1,355 B",(481 B)
12M 2018,-0.66,-75.68,-0.66,-75.68,719 B,455 B,"1,175 B","1,081 B","(1,147 B)"
12M 2019,-0.81,-61.90,-0.81,-61.90,777 B,481 B,"1,258 B","1,219 B",(986 B)
12M 2020,-0.44,-113.61,-0.44,-113.61,748 B,444 B,"1,192 B","1,152 B","(1,356 B)"
12M 2021,-0.41,-121.75,-0.41,-121.75,604 B,426 B,"1,029 B",996 B,"(1,159 B)"
12M 2022,-0.39,-127.81,-0.39,-127.81,329 B,223 B,552 B,491 B,"(1,210 B)"
12M 2023,-0.38,-132.43,-0.38,-132.43,334 B,176 B,510 B,394 B,"(1,250 B)"
12M 2024,-0.18,-124.49,-0.18,-124.49,463 B,1 B,464 B,321 B,"(1,288 B)"
