Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2020,0.00 B,-15377.98,-0.00,0.00,0.25 B,-0.02%,-0.02%,0.84%,11.49
12M 2021,0.00 B,9505.66,0.00,0.00,0.45 B,0.01%,0.01%,-0.08%,-1.98
12M 2022,0.01 B,531.39,0.00,0.00,6.07 B,6.65%,7.18%,7.94%,53.80
12M 2023,3.95 B,-2.70,-23.33,10.03,(12.78 B),-8.83%,-9.50%,-16.16%,-84.99
12M 2024,3.95 B,-4.22,-11.85,10.20,(24.37 B),-17.54%,-17.46%,-28.28%,-64.16
