Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2020,(4 B),(0 B),(5 B),-6570731.47
12M 2021,5 B,(0 B),4 B,6459256.14
12M 2022,1 B,(2 B),(1 B),-62.24
12M 2023,(37 B),(18 B),(55 B),-13.86
12M 2024,(5 B),(0 B),(6 B),-1.40
