Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Umum Dan Administrasi,Others,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Pendapatan Keuangan,Beban Keuangan,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Pajak Tangguhan,Total Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2020,6459454699.000000,-2353777877.000000,4105676822.000000,-3879035607.000000,-4371308943.000000,492273336.000000,-3879035607.000000,226641215.000000,575266672.000000,594999837.000000,-19733165.000000,575266672.000000,801907887.000000,,,,,801907887.000000,,801907887.000000,801907887.000000,-10564674.000000,812472561.000000,801907887.000000,801907887.000000,-10564674.000000,812472561.000000,801907887.000000
12M 2021,23800667818.0,-11300007724.0,12500660094.0,-12546328516.0,-10876013853.0,-1670314663.0,-12546328516.0,-45668422.0,272024824.0,295134350.0,-23109526.0,272024824.0,226356402.0,-46085233.0,-63436323.0,17351090.0,-46085233.0,180271169.0,145392672.0,325663841.0,180271169.0,6530389.0,173740780.0,180271169.0,325663841.0,28054434.0,297609407.0,325663841.0
12M 2022,40237612994.0,-16314179825.0,23923433169.0,-18751567001.0,-20024472643.0,1272905642.0,-18751567001.0,5171866168.0,198338623.0,294466682.0,-96128059.0,198338623.0,5370204791.0,-168865649.0,-266489915.0,97624266.0,-168865649.0,5201339142.0,28470780.0,5229809922.0,5201339142.0,5056658536.0,144680606.0,5201339142.0,5229809922.0,5066675180.0,163134742.0,5229809922.0
12M 2023,24809591548.0,-17752245389.0,7057346159.0,-22016340010.0,-21971106132.0,-45233878.0,-22016340010.0,-14958993851.0,582758685.0,758774293.0,-176015608.0,582758685.0,-14376235166.0,35937650.0,-5519556.0,41457206.0,35937650.0,-14340297516.0,-5474820.0,-14345772336.0,-14340297516.0,-10644683801.0,-3695613715.0,-14340297516.0,-14345772336.0,-10641834246.0,-3703938090.0,-14345772336.0
12M 2024,19354230679.000000,-10903159742.000000,8451070937.000000,-36302020395.000000,-21873441229.000000,-14428579166.000000,-36302020395.000000,-27850949458.000000,143271696.000000,577333641.000000,-434061945.000000,143271696.000000,-27707677762.000000,2025463648.000000,,2025463648.000000,2025463648.000000,-25682214114.000000,22358700.000000,-25659855414.000000,-25682214114.000000,-16661197051.000000,-9021017063.000000,-25682214114.000000,-25659855414.000000,-16647292011.000000,-9012563403.000000,-25659855414.000000
