Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Penjualan,Beban Umum Dan Administrasi,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Pendapatan Keuangan,Beban Keuangan,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Pajak Tangguhan,Total Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Adjustment,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2017,97716203572.000000,-70258858022.000000,27457345550.000000,-14257069731.000000,-2333651702.000000,-11923418029.000000,-14257069731.000000,13200275819.000000,413844728.000000,79780376.000000,-405623742.000000,739688094.000000,413844728.000000,13614120547.000000,-3452921018.000000,-3747070750.000000,294149732.000000,-3452921018.000000,10161199529.000000,22403097480.000000,32564297009.000000,10161199529.000000,10161199529.000000,,10161199529.000000,32564297009.000000,32564297009.000000,,,32564297009.000000
12M 2018,102737452478.000000,-77802377037.000000,24935075441.000000,-20845584334.000000,-2563373021.000000,-18282211313.000000,-20845584334.000000,4089491107.000000,-118867425.000000,149488178.000000,-377612648.000000,109257045.000000,-118867425.000000,3970623682.000000,-1689934398.000000,-972927500.000000,-717006898.000000,-1689934398.000000,2280689284.000000,-2116506781.000000,164182503.000000,2280689284.000000,2280689284.000000,,2280689284.000000,164182503.000000,164182503.000000,,,164182503.000000
12M 2019,133545749744.000000,-101736103237.000000,31809646507.000000,-24301264091.000000,-3004327906.000000,-21296936185.000000,-24301264091.000000,7508382416.000000,2013291803.000000,1365454169.000000,-67983599.000000,715821233.000000,2013291803.000000,9521674219.000000,-2520933428.000000,-2952192000.000000,431258572.000000,-2520933428.000000,7000740791.000000,71811388.000000,7072552179.000000,7000740791.000000,7000649541.000000,91250.000000,7000740791.000000,7072552179.000000,7072460929.000000,91250.000000,,7072552179.000000
12M 2020,99250082878.000000,-77642132741.000000,21607950137.000000,-26748380664.000000,-3641746331.000000,-23106634333.000000,-26748380664.000000,-5140430527.000000,1283921299.000000,359667295.000000,-62526695.000000,986780699.000000,1283921299.000000,-3856509228.000000,960560840.000000,,960560840.000000,960560840.000000,-2895948388.000000,-951968123.000000,-3847916511.000000,-2895948388.000000,-2893704279.000000,-2244109.000000,-2895948388.000000,-3847916511.000000,-3845672402.000000,-2244109.000000,,-3847916511.000000
12M 2021,102316904804.000000,-77912582681.000000,24404322123.000000,-24813693846.000000,-3545383723.000000,-21268310123.000000,-24813693846.000000,-409371723.000000,442401019.000000,196081646.000000,-303877087.000000,550196460.000000,442401019.000000,33029296.000000,285120452.000000,-346222143.000000,631342595.000000,285120452.000000,318149748.000000,8326954647.000000,8645104395.000000,318149748.000000,301349199.000000,16800549.000000,318149748.000000,8645104395.000000,8628303846.000000,16800549.000000,,8645104395.000000
12M 2022,136370430067.000000,-101236112214.000000,35134317853.000000,-31632100827.000000,-4124715662.000000,-27507385165.000000,-31632100827.000000,3502217026.000000,-87156249.000000,239418565.000000,-638208534.000000,311633720.000000,-87156249.000000,3415060777.000000,-2102100599.000000,-2508342327.000000,406241728.000000,-2102100599.000000,1312960178.000000,-260254880.000000,1052705298.000000,1312960178.000000,1292620792.000000,20339386.000000,1312960178.000000,1052705298.000000,1032365912.000000,20339386.000000,,1052705298.000000
12M 2023,106699011283.000000,-78948167768.000000,27750843515.000000,-28484653478.000000,-2216193093.000000,-26268460385.000000,-28484653478.000000,-733809963.000000,1020271939.000000,267210508.000000,-148054113.000000,901115544.000000,1020271939.000000,286461976.000000,-125316686.000000,-791037500.000000,665720814.000000,-125316686.000000,161145290.000000,63568436.000000,224713726.000000,161145290.000000,183569588.000000,-22424298.000000,161145290.000000,224713726.000000,247138024.000000,-22424298.000000,,224713726.000000
12M 2024,94177061494.0,-78889253227.0,15287808267.0,-25679350215.0,-738158229.0,-24941191986.0,-25679350215.0,-10391541948.0,2604185605.0,328016542.0,-107831955.0,2384001018.0,2604185605.0,-7787356343.0,1916026686.0,-1035875940.0,2951902626.0,1916026686.0,-5871329657.0,560121344.0,-5311208313.0,-5871329657.0,-5780815490.0,-90514167.0,-5871329657.0,-5311208313.0,-522198204.0,-89010109.0,-4700000000.0,-5311208313.0
