Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2016,1.31,0.73,2.71,4.2,0.0,0.0,2.07,0.64,3.2
12M 2017,1.07,0.71,2.5,4.15,0.0,0.0,2.41,0.6,3.15
12M 2018,1.23,0.75,1.39,2.78,0.0,0.0,1.27,0.5,1.78
12M 2019,1.19,0.75,0.79,2.45,0.0,0.0,0.7,0.32,1.45
12M 2020,1.26,0.6,0.69,2.13,0.0,0.0,0.69,0.32,1.13
12M 2021,1.23,0.19,1.0,2.41,0.0,0.0,0.99,0.42,1.41
