Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Penjualan,Beban Umum Dan Administrasi,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Pendapatan Keuangan,Beban Keuangan,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2016,329263347553.000000,-278459207952.000000,50804139601.000000,-21601654035.000000,-4573871940.000000,-17027782095.000000,-21601654035.000000,29202485566.000000,-11291368902.000000,,-14343147175.000000,3051778273.000000,-11291368902.000000,17911116664.000000,-4515092506.000000,13396024158.000000,-170997624.000000,13225026534.000000,13396024158.000000,13396024158.000000,,13396024158.000000,13225026534.000000,13225026534.000000,,13225026534.000000
12M 2017,416328740296.000000,-329119116523.000000,87209623773.000000,-38775995248.000000,-6986641082.000000,-31789354166.000000,-38775995248.000000,48433628525.000000,-18982635979.000000,,-17144544929.000000,-1838091050.000000,-18982635979.000000,29450992546.000000,-6772955654.000000,22678036892.000000,-320187878.000000,22357849014.000000,22678036892.000000,22678037792.000000,-900.000000,22678036892.000000,22357849014.000000,22357849914.000000,-900.000000,22357849014.000000
12M 2018,424705152035.000000,-331223727160.000000,93481424875.000000,-41326815873.000000,-5191761066.000000,-36135054807.000000,-41326815873.000000,52154609002.000000,-21695056201.000000,,-17622376921.000000,-4072679280.000000,-21695056201.000000,30459552801.000000,-6757146989.000000,23702405812.000000,6790047.000000,23709195859.000000,23702405812.000000,23702410282.000000,-4470.000000,23702405812.000000,23709195859.000000,23709200329.000000,-4470.000000,23709195859.000000
12M 2019,382769688315.000000,-293757864270.000000,89011824045.000000,-45284896521.000000,-12521453567.000000,-32763442954.000000,-45284896521.000000,43726927524.000000,-25129601067.000000,,-21900609383.000000,-3228991684.000000,-25129601067.000000,18597326457.000000,-4605076838.000000,13992249619.000000,409298789.000000,14401548408.000000,13992249619.000000,13992253319.000000,-3700.000000,13992249619.000000,14401548408.000000,14401552108.000000,-3700.000000,14401548408.000000
12M 2020,200258580528.000000,-145141560879.000000,55117019649.000000,-27593581909.000000,-5136090599.000000,-22457491310.000000,-27593581909.000000,27523437740.000000,-19859101003.000000,,-16369854254.000000,-3489246749.000000,-19859101003.000000,7664336737.000000,-688760273.000000,6975576464.000000,807455784.000000,7783032248.000000,6975576464.000000,6977249334.000000,-1672870.000000,6975576464.000000,7783032248.000000,7784705118.000000,-1672870.000000,7783032248.000000
12M 2021,148294461080.000000,-130378544691.000000,17915916389.000000,-32058671290.000000,-5411299682.000000,-26647371608.000000,-32058671290.000000,-14142754901.000000,-68702008263.000000,,-11614320810.000000,-57087687453.000000,-68702008263.000000,-82844763164.000000,10072868547.000000,-72771894617.000000,1204323909.000000,-71567570708.000000,-72771894617.000000,-72771903384.000000,8767.000000,-72771894617.000000,-71567570708.000000,-71567579475.000000,8767.000000,-71567570708.000000
