Period,Aset,Aset Lancar,Kas Dan Setara Kas,Deposito Berjangka,Piutang Usaha,Pihak Berelasi,Pihak Ketiga,Total Piutang Usaha,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Pajak Tangguhan,Aset Tetap,Piutang Lain-Lain,Pihak Berelasi,Total Piutang Lain-Lain,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Berelasi,Pihak Ketiga,Total Utang Usaha,Beban Akrual,Utang Lain-Lain,Pihak Berelasi,Total Utang Lain-Lain,Utang Pajak,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Utang Sewa Pembiayaan,Utang Lembaga Keuangan Lain,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank Jangka Panjang,Utang Sewa Pembiayaan,Utang Lembaga Keuangan Lain,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Liabilitas Pajak Tangguhan,Dana Syirkah Temporer,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2016,,,53355197696.000000,32800004686.000000,89427049335.000000,69063087252.000000,20363962083.000000,89427049335.000000,5000000000.000000,5000000000.000000,,5000000000.000000,146169320178.000000,1035343024.000000,327786914919.000000,,205039986.000000,22049972118.000000,,,,575764583.000000,22830776687.000000,350617691606.000000,,,249841493614.000000,203897882751.000000,,30028573652.000000,4303434780.000000,34332008432.000000,1002329107.000000,,,,2538039389.000000,,5300512873.000000,171550334.000000,203886737.000000,5675949944.000000,2395283991.000000,249841493614.000000,17314394979.000000,,16008631496.000000,26338834.000000,285238891.000000,16320209221.000000,,,994185758.000000,17314394979.000000,267155888593.000000,,45000000000.000000,,38717243815.000000,,38717243815.000000,38717243815.000000,,-255440802.000000,83461803013.000000,350617691606.000000,450000.000000
12M 2017,,,9223075671.000000,53225847156.000000,107888693087.000000,84564325808.000000,23324367279.000000,107888693087.000000,39588972458.000000,39542102858.000000,46869600.000000,39588972458.000000,113662858493.000000,14199302394.000000,337788749259.000000,,421072125.000000,93797206125.000000,,,,291272584.000000,94509550834.000000,432298300093.000000,,,314929281639.000000,243364737606.000000,,57400711421.000000,3078940783.000000,60479652204.000000,783387544.000000,,,,4514151836.000000,,5360707606.000000,39841646.000000,386803197.000000,5787352449.000000,,314929281639.000000,13223196427.000000,,10782323889.000000,4800959.000000,401372971.000000,11188497819.000000,,,2034698608.000000,13223196427.000000,328152478066.000000,,81301400000.000000,,23395281607.000000,300000000.000000,23095281607.000000,23395281607.000000,24769100.000000,-575628680.000000,104145822027.000000,432298300093.000000,813014000.000000
12M 2018,,,24786883486.000000,62456095533.000000,99715171756.000000,29873912469.000000,69841259287.000000,99715171756.000000,37294500000.000000,37294500000.000000,,37294500000.000000,152084873521.000000,12283649213.000000,388621173509.000000,,629959787.000000,95080477419.000000,,,,83624635000.000000,179335072206.000000,567956245715.000000,,,314911254451.000000,265070070056.000000,,31639316583.000000,4124337540.000000,35763654123.000000,452353930.000000,,1000000000.000000,1000000000.000000,4570865895.000000,,6312850449.000000,4413592.000000,1737046406.000000,8054310447.000000,,314911254451.000000,49077099147.000000,,7595873437.000000,387367.000000,3708876565.000000,11305137369.000000,,34998000000.000000,2773961778.000000,49077099147.000000,363988353598.000000,,101627000000.000000,55787274231.000000,47097691889.000000,5300000000.000000,41797691889.000000,47097691889.000000,24764630.000000,-568838633.000000,203967892117.000000,567956245715.000000,1016270000.000000
12M 2019,,,19440928277.000000,,160571037907.000000,131916908122.000000,28654129785.000000,160571037907.000000,37294500000.000000,37294500000.000000,,37294500000.000000,134947815836.000000,11505686771.000000,363759968791.000000,,645219019.000000,94794831443.000000,,,,76805695912.000000,172245746374.000000,536005715165.000000,,,305269698880.000000,159426412652.000000,,105653928937.000000,31157620071.000000,136811549008.000000,2181773373.000000,,,,4488357878.000000,,576526560.000000,387367.000000,1784692042.000000,2361605969.000000,,305269698880.000000,12366575760.000000,,7723964989.000000,,1917030778.000000,9640995767.000000,,,2725579993.000000,12366575760.000000,317636274640.000000,,101627000000.000000,55787274231.000000,61089945208.000000,10300000000.000000,50789945208.000000,61089945208.000000,24760930.000000,-159539844.000000,218369440525.000000,536005715165.000000,2032540000.000000
12M 2020,,,412472744.000000,,125823931680.000000,,,125823931680.000000,,,,,163959691554.000000,25200759535.000000,315396855513.000000,,1261554335.000000,92686491584.000000,7018313934.000000,7018313934.000000,7018313934.000000,79129185665.000000,180095545518.000000,495492401031.000000,,,250385133077.000000,148424774147.000000,,67333183939.000000,18563914658.000000,85897098597.000000,10763980863.000000,,,,3947957352.000000,,285659992.000000,,1065662126.000000,1351322118.000000,,250385133077.000000,12903890349.000000,,5315190364.000000,,5179455207.000000,10494645571.000000,,,2409244778.000000,12903890349.000000,263289023426.000000,,101627000000.000000,55787274231.000000,74121483182.000000,10300000000.000000,63821483182.000000,74121483182.000000,19704252.000000,647915940.000000,232203377605.000000,495492401031.000000,2032540000.000000
12M 2021,,,1186993777.000000,,1228012951.000000,828918668.000000,399094283.000000,1228012951.000000,2924607879.000000,,,2924607879.000000,166144550599.000000,25327431554.000000,196811596760.000000,,11433769779.000000,152421862364.000000,,,,26725754790.000000,190581386933.000000,387392983693.000000,,,160516478275.000000,88038955276.000000,,437341182.000000,28186889661.000000,28624230843.000000,7099026461.000000,,18936000000.000000,18936000000.000000,5055099288.000000,,4138939299.000000,1408296973.000000,2342821700.000000,7890057972.000000,4873108435.000000,160516478275.000000,66240698521.000000,,61248418010.000000,,3785336446.000000,65033754456.000000,,,1206944065.000000,66240698521.000000,226757176796.000000,,101627000000.000000,55787274231.000000,1349579798.000000,10300000000.000000,-8950420202.000000,1349579798.000000,19713019.000000,1852239849.000000,160635806897.000000,387392983693.000000,2032540000.000000
