Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Piutang Pihak Berelasi,Aset Tetap,Properti Investasi,Aset Pajak Tangguhan,Aset Tak Berwujud,Investasi Jangka Panjang,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Beban Akrual,Utang Pajak,Utang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Utang Lain-Lain,Utang Pembelian Aset Tetap,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank,Utang Pembiayaan Konsumen,Utang Sewa Pembiayaan,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Liabilitas Derivatif,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank,Utang Pembiayaan Konsumen,Utang Sewa Pembiayaan,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Pihak Berelasi,Liabilitas Pajak Tangguhan,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Others,Total Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2016,,,21910910000.000000,212014253000.000000,197040329000.000000,14973924000.000000,212014253000.000000,10578240000.000000,6285731000.000000,4292509000.000000,10578240000.000000,372349896000.000000,107019839000.000000,723873138000.000000,,207483000.000000,548873339000.000000,1548089000.000000,8307168000.000000,35336698000.000000,,35117255000.000000,629390032000.000000,1353263170000.000000,,,504895577000.000000,253531356000.000000,,172421261000.000000,4764199000.000000,177185460000.000000,15656367000.000000,34958077000.000000,,5170093000.000000,2644181000.000000,7814274000.000000,,,9332131000.000000,1227871000.000000,279681000.000000,,10839683000.000000,,4910360000.000000,504895577000.000000,56925862000.000000,,24000000000.000000,93949000.000000,103755000.000000,30305857000.000000,54503561000.000000,125199000.000000,2297102000.000000,,56925862000.000000,561821439000.000000,,150000000000.000000,114318228000.000000,,114318228000.000000,158810440000.000000,,,158810440000.000000,20137888000.000000,348175176000.000000,791441732000.000000,1353263171000.000000,150000.000000
12M 2017,,,318986039000.000000,272999732000.000000,244252737000.000000,28746995000.000000,272999732000.000000,12182749000.000000,8942571000.000000,3240178000.000000,12182749000.000000,464072507000.000000,112591272000.000000,1180832299000.000000,,10000000.000000,576585486000.000000,1521032000.000000,11858085000.000000,33424335000.000000,,19453524000.000000,642852462000.000000,1823684761000.000000,,,445625975000.000000,129438318000.000000,,210898127000.000000,8751516000.000000,219649643000.000000,24778449000.000000,40947870000.000000,,6558041000.000000,3279290000.000000,9837331000.000000,,,8000000000.000000,1169983000.000000,223266000.000000,,9393249000.000000,,11581115000.000000,445625975000.000000,58144361000.000000,,16000000000.000000,421671000.000000,71965000.000000,40038298000.000000,56531934000.000000,,1612427000.000000,,58144361000.000000,503770336000.000000,,187500000000.000000,267714507000.000000,,267714507000.000000,386675816000.000000,,,386675816000.000000,22940607000.000000,455083495000.000000,1319914425000.000000,1823684761000.000000,1500000000.000000
12M 2018,,,209492929000.000000,334513224000.000000,288231149000.000000,46282075000.000000,334513224000.000000,4559982000.000000,3838636000.000000,721346000.000000,4559982000.000000,962256286000.000000,179070995000.000000,1689893416000.000000,,10000000.000000,543172788000.000000,19095755000.000000,10140341000.000000,31591445000.000000,,1831222000.000000,605841551000.000000,2295734967000.000000,,,708309176000.000000,344759474000.000000,,265172122000.000000,9586491000.000000,274758613000.000000,25400858000.000000,31648138000.000000,,9804098000.000000,6852899000.000000,16656997000.000000,,,,1864682000.000000,71965000.000000,,1936647000.000000,1134727000.000000,12013722000.000000,708309176000.000000,43288405000.000000,,,1630324000.000000,,41310665000.000000,42940989000.000000,,347416000.000000,,43288405000.000000,751597581000.000000,,187500000000.000000,267714507000.000000,,267714507000.000000,648818828000.000000,,,648818828000.000000,25010111000.000000,415093940000.000000,1544137386000.000000,2295734967000.000000,1875000000.000000
12M 2019,,,393876050000.000000,304726751000.000000,,,304726751000.000000,5444479000.000000,,,5444479000.000000,739924183000.000000,106126536000.000000,1550097999000.000000,,,646162007000.000000,64696618000.000000,46048034000.000000,29965041000.000000,,1950029000.000000,788821729000.000000,2338919728000.000000,,,594735136000.000000,229253543000.000000,260497658000.000000,,,260497658000.000000,27960149000.000000,43551630000.000000,17104060000.000000,,,17104060000.000000,,,,5808654000.000000,,,5808654000.000000,10379000.000000,10549063000.000000,594735136000.000000,75959094000.000000,,,16525101000.000000,,59433993000.000000,75959094000.000000,,,,75959094000.000000,670694230000.000000,,187500000000.000000,267714507000.000000,,267714507000.000000,785077462000.000000,,,785077462000.000000,5688330000.000000,422245199000.000000,1668225498000.000000,2338919728000.000000,1875000000.000000
12M 2020,,,475785704000.000000,264926992000.000000,234035914000.000000,30891078000.000000,264926992000.000000,7738099000.000000,4986510000.000000,2751589000.000000,7738099000.000000,612603486000.000000,125914114000.000000,1486968395000.000000,,,736342962000.000000,62478110000.000000,37890118000.000000,28145443000.000000,,69476051000.000000,934332684000.000000,2421301079000.000000,,,394338211000.000000,83326130000.000000,,126259213000.000000,7849600000.000000,134108813000.000000,36477463000.000000,73941874000.000000,,8936624000.000000,31639993000.000000,40576617000.000000,,,2599351000.000000,2020220000.000000,,9817516000.000000,14437087000.000000,1589209000.000000,9881018000.000000,394338211000.000000,98153587000.000000,,9244481000.000000,306067000.000000,,88603039000.000000,98153587000.000000,,,,98153587000.000000,492491798000.000000,,187500000000.000000,401027051000.000000,401027051000.000000,401027051000.000000,1053779102000.000000,9000000000.000000,1044779102000.000000,1053779102000.000000,6119430000.000000,280383698000.000000,1928809281000.000000,2421301079000.000000,1875000000.000000
12M 2021,,,171411876000.000000,324586569000.000000,285649542000.000000,38937027000.000000,324586569000.000000,5565537000.000000,4953709000.000000,611828000.000000,5565537000.000000,960254729000.000000,151314179000.000000,1613132890000.000000,,,1017327697000.000000,69364689000.000000,27252656000.000000,26269336000.000000,,42612395000.000000,1182826773000.000000,2795959663000.000000,,,426777806000.000000,93680634000.000000,,156634685000.000000,3136134000.000000,159770819000.000000,39779684000.000000,60378912000.000000,,12838940000.000000,32922240000.000000,45761180000.000000,,,2687258000.000000,1128765000.000000,,13739297000.000000,17555320000.000000,199201000.000000,9652056000.000000,426777806000.000000,73569916000.000000,,6356863000.000000,255558000.000000,,66957495000.000000,73569916000.000000,,,,73569916000.000000,500347722000.000000,,187500000000.000000,401027051000.000000,401027051000.000000,401027051000.000000,1306246454000.000000,12000000000.000000,1294246454000.000000,1306246454000.000000,6532911000.000000,394305525000.000000,2295611941000.000000,2795959663000.000000,1875000000.000000
12M 2022,,,263029852000.000000,339010229000.000000,309536353000.000000,29473876000.000000,339010229000.000000,4055229000.000000,3893139000.000000,162090000.000000,4055229000.000000,1104811313000.000000,145427033000.000000,1856333656000.000000,,,1061752620000.000000,61145469000.000000,33302015000.000000,24400302000.000000,,3429075000.000000,1184029481000.000000,3040363137000.000000,,,492231450000.000000,211208466000.000000,,136594501000.000000,5786416000.000000,142380917000.000000,34724248000.000000,29773730000.000000,,10490712000.000000,27351811000.000000,37842523000.000000,,,3007253000.000000,1754061000.000000,,16356916000.000000,21118230000.000000,236651000.000000,14946685000.000000,492231450000.000000,102104581000.000000,,3231234000.000000,11198000.000000,,71348119000.000000,74590551000.000000,27464030000.000000,,50000000.000000,102104581000.000000,594336031000.000000,,187500000000.000000,401027037000.000000,401027037000.000000,401027037000.000000,1465024238000.000000,15000000000.000000,1450024238000.000000,1465024238000.000000,7209250000.000000,385266581000.000000,2446027106000.000000,3040363137000.000000,1875000000.000000
12M 2023,,,362521036000.000000,360453916000.000000,335700935000.000000,24752981000.000000,360453916000.000000,5702774000.000000,5280044000.000000,422730000.000000,5702774000.000000,1043523255000.000000,116085154000.000000,1888286135000.000000,,,1093886622000.000000,60456941000.000000,32032183000.000000,26859306000.000000,,94831457000.000000,1308066509000.000000,3196352644000.000000,,,459184137000.000000,150333044000.000000,,174139115000.000000,3203822000.000000,177342937000.000000,38891206000.000000,22667288000.000000,,10033158000.000000,22808893000.000000,32842051000.000000,,,2975142000.000000,400181000.000000,,20598915000.000000,23974238000.000000,706368000.000000,12427005000.000000,459184137000.000000,106643942000.000000,,78598000.000000,514274000.000000,,78808189000.000000,79401061000.000000,26978000000.000000,,264881000.000000,106643942000.000000,565828079000.000000,,187500000000.000000,401027037000.000000,401027037000.000000,401027037000.000000,1662065228000.000000,18000000000.000000,1644065228000.000000,1662065228000.000000,6868476000.000000,373063824000.000000,2630524565000.000000,3196352644000.000000,1875000000.000000
12M 2024,,,121124650000.000000,394680449000.000000,360340703000.000000,34339746000.000000,394680449000.000000,6140440000.000000,5773875000.000000,366565000.000000,6140440000.000000,1143148922000.000000,533844449000.000000,2198938910000.000000,,,1246037092000.000000,59735370000.000000,9409807000.000000,27242749000.000000,,42135335000.000000,1384560353000.000000,3583499263000.000000,,,500242749000.000000,140783255000.000000,,176570491000.000000,4434411000.000000,181004902000.000000,50035614000.000000,47683120000.000000,,9632342000.000000,26298584000.000000,35930926000.000000,,,78547000.000000,1404751000.000000,,25183240000.000000,26666538000.000000,443452000.000000,17694942000.000000,500242749000.000000,123124117000.000000,,,830162000.000000,,82337972000.000000,83168134000.000000,28283500000.000000,11441081000.000000,231402000.000000,123124117000.000000,623366866000.000000,,187500000000.000000,401027037000.000000,401027037000.000000,401027037000.000000,1850646789000.000000,21000000000.000000,1829646789000.000000,1850646789000.000000,7843955000.000000,513114616000.000000,2944076658000.000000,3567443524000.000000,1875000000.000000
