Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Usaha,Others,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Beban Keuangan,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Pajak Tangguhan,Total Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2019,330737498007.000000,-260463916635.000000,70273581372.000000,-33393578473.000000,-33334185043.000000,-59393430.000000,-33393578473.000000,36880002899.000000,-6300703796.000000,-6300703796.000000,-6300703796.000000,30579299103.000000,-8271037837.000000,-7138381500.000000,-1132656337.000000,-8271037837.000000,22308261266.000000,26562102.000000,22334823368.000000,22308261266.000000,22308261266.000000,,22308261266.000000,22334823368.000000,22334823368.000000,,22334823368.000000
12M 2020,432608142344.000000,-355148642015.000000,77459500329.000000,-29175934410.000000,-39019225727.000000,9843291317.000000,-29175934410.000000,48283565919.000000,-7916883187.000000,-7916883187.000000,-7916883187.000000,40366682732.000000,-9302897765.000000,-8771181127.000000,-531716638.000000,-9302897765.000000,31063784967.000000,-21405811.000000,31042379156.000000,31063784967.000000,31063784967.000000,,31063784967.000000,31042379156.000000,31042379156.000000,,31042379156.000000
12M 2021,667376739704.0,-527835948577.0,139540791127.0,-47476605925.0,-54127402670.0,6650796745.0,-47476605925.0,92064185202.0,-5870196915.0,-5870196915.0,-5870196915.0,86193988287.0,-20140841511.0,-19683735529.0,-457105982.0,-20140841511.0,66053146776.0,138012658.0,66191159434.0,66053146776.0,66047778251.0,5368525.0,66053146776.0,66191159434.0,66185790909.0,5368525.0,66191159434.0
12M 2022,844975088362.0,-765896547801.0,79078540561.0,-47339089082.0,-58838987329.0,11499898247.0,-47339089082.0,31739451479.0,-11208467837.0,-11208467837.0,-11208467837.0,20530983642.0,-5912490716.0,-4733068057.0,-1179422659.0,-5912490716.0,14618492926.0,49449331.0,14667942257.0,14618492926.0,14613147170.0,5345756.0,14618492926.0,14667942257.0,14662596501.0,5345756.0,14667942257.0
12M 2023,948356153752.0,-816357865918.0,131998287834.0,-60591321323.0,-59795069162.0,-796252161.0,-60591321323.0,71406966511.0,-17853969381.0,-17853969381.0,-17853969381.0,53552997130.0,-12090153333.0,-10612640331.0,-1477513002.0,-12090153333.0,41462843797.0,-111922433.0,41350921364.0,41462843797.0,41456306798.0,6536999.0,41462843797.0,41350921364.0,41344384365.0,6536999.0,41350921364.0
12M 2024,1309648094727.0,-1108096106520.0,201551988207.0,-93769144494.0,-96845476957.0,3076332463.0,-93769144494.0,107782843713.0,-18737571151.0,-18737571151.0,-18737571151.0,89045272562.0,-19587083325.0,-18420667416.0,-1166415909.0,-19587083325.0,69458189237.0,-162196077.0,69295993160.0,69458189237.0,69437417123.0,20772114.0,69458189237.0,69295993160.0,69275221046.0,20772114.0,69295993160.0
