Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2019,0.00 B,371804.35,0.00,0.00,43.98 B,10.09%,23.85%,47.82%,5.85
12M 2020,0.00 B,517729.75,0.00,0.00,58.43 B,13.12%,24.94%,30.00%,6.10
12M 2021,0.00 B,1100796.30,0.00,0.00,104.72 B,19.01%,34.62%,44.55%,15.68
12M 2022,1.50 B,9.74,0.00,0.00,48.35 B,3.08%,7.11%,10.92%,2.83
12M 2023,1.88 B,22.11,3.39,0.15,89.69 B,7.31%,14.57%,18.68%,4.00
12M 2024,1.88 B,37.03,3.48,0.18,129.01 B,10.57%,20.73%,23.44%,5.75
