Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Berelasi,Pihak Ketiga,Total Piutang Usaha,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Tetap,Aset Pajak Tangguhan,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Berelasi,Pihak Ketiga,Total Utang Usaha,Utang Pajak,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank,Utang Pembiayaan Konsumen,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Utang Jangka Panjang Dari Pihak Berelasi,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank,Utang Pembiayaan Konsumen,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Liabilitas Pajak Tangguhan,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2019,,,24937900366.000000,12998799682.000000,,12998799682.000000,12998799682.000000,,,,,15729278490.000000,25064197130.000000,78730175668.000000,,142440174035.000000,,,142440174035.000000,221170349703.000000,,,66913948287.000000,20000000000.000000,,,22039485635.000000,22039485635.000000,4110774428.000000,6007154997.000000,,10611886953.000000,147333333.000000,221164009.000000,10980384295.000000,3776148932.000000,66913948287.000000,60727507840.000000,,,51073534671.000000,113333338.000000,188786372.000000,51375654381.000000,1660705422.000000,7691148037.000000,60727507840.000000,127641456127.000000,,60000000000.000000,,33528893576.000000,,33528893576.000000,33528893576.000000,,93528893576.000000,221170349703.000000,60000.000000
12M 2020,,,19046830915.000000,14345790725.000000,194258484.000000,14151532241.000000,14345790725.000000,,,,,16572166800.000000,11756082895.000000,61720871335.000000,,173022541034.000000,,2100000000.000000,175122541034.000000,236843412369.000000,,,69222685146.000000,15504838144.000000,,2381612870.000000,21214259357.000000,23595872227.000000,7417563466.000000,7351123928.000000,,13740579412.000000,124666675.000000,336460265.000000,14201706352.000000,1151581029.000000,69222685146.000000,43049454491.000000,,,37334594401.000000,,301899706.000000,37636494107.000000,2187070608.000000,3225889776.000000,43049454491.000000,112272139637.000000,,60000000000.000000,,64571272732.000000,,64571272732.000000,64571272732.000000,,124571272732.000000,236843412369.000000,60000.000000
12M 2021,,,19968590171.000000,16752120908.000000,576626674.000000,16175494234.000000,16752120908.000000,,,,,48948590275.000000,37053236345.000000,122722537699.000000,,216717495537.000000,,8061730000.000000,224779225537.000000,347501763236.000000,,,101824030876.000000,11001804595.000000,,8111180983.000000,41079638038.000000,49190819021.000000,15028606507.000000,4257540921.000000,,14781344111.000000,221623115.000000,592760635.000000,15595727861.000000,6749531971.000000,101824030876.000000,54912800194.000000,24550555572.000000,,22553250290.000000,771860833.000000,926260799.000000,24251371922.000000,2683103237.000000,3427769463.000000,54912800194.000000,156736831070.000000,,60000000000.000000,,130757063641.000000,,130757063641.000000,130757063641.000000,7868525.000000,190764932166.000000,347501763236.000000,60000.000000
12M 2022,,,31034938239.000000,17300417793.000000,2040240435.000000,15260177358.000000,17300417793.000000,4000000.000000,,4000000.000000,4000000.000000,76782705094.000000,36974688958.000000,162096750084.000000,,284737737994.000000,2084048.000000,28068730000.000000,312808552042.000000,474905302126.000000,,,139249280962.000000,23100000000.000000,,23657708641.000000,45625114765.000000,69282823406.000000,3241462905.000000,14396844018.000000,,25439635732.000000,339844701.000000,990342926.000000,26769823359.000000,2458327274.000000,139249280962.000000,130223146741.000000,10800000000.000000,,110661975417.000000,327613894.000000,830579500.000000,111820168811.000000,3878557191.000000,3724420739.000000,130223146741.000000,269472427703.000000,,150000000000.000000,,55419660142.000000,,,55419660142.000000,13214281.000000,205432874423.000000,474905302126.000000,1500000000.000000
12M 2023,,,58852147242.000000,30616537761.000000,3575154622.000000,27041383139.000000,30616537761.000000,6767783.000000,,6767783.000000,6767783.000000,112025783176.000000,33821925571.000000,235323161533.000000,,303783870521.000000,5218112.000000,28210364600.000000,331999453233.000000,567322614766.000000,,,138527755365.000000,40000000000.000000,,13783128264.000000,49309873544.000000,63093001808.000000,3573020371.000000,5504805400.000000,,23693646301.000000,329796225.000000,1713672830.000000,25737115356.000000,619812430.000000,138527755365.000000,144300939356.000000,45800000000.000000,,87619751628.000000,,1050203473.000000,88669955101.000000,5327636391.000000,4503347864.000000,144300939356.000000,282828694721.000000,,187500000000.000000,3960124258.000000,93014044507.000000,,,93014044507.000000,19751280.000000,284493920045.000000,567322614766.000000,1875000000.000000
12M 2024,,,103868260850.000000,36877643021.000000,10032312445.000000,26845330576.000000,36877643021.000000,4000000.000000,,4000000.000000,4000000.000000,109252306735.000000,66329368711.000000,316331579317.000000,,311045766604.000000,11817573.000000,29538675250.000000,340596259427.000000,656927838744.000000,,,166205371568.000000,41288809358.000000,,8325795120.000000,60066744454.000000,68392539574.000000,11143768130.000000,17566476137.000000,,26789920000.000000,65473682.000000,810656917.000000,27666050599.000000,147727770.000000,166205371568.000000,155682553971.000000,45800000000.000000,,97576860000.000000,278785921.000000,239562969.000000,98095208890.000000,6454904149.000000,5332440932.000000,155682553971.000000,321887925539.000000,,187500000000.000000,3960124258.000000,143539265553.000000,,,143539265553.000000,40523394.000000,335039913205.000000,656927838744.000000,1875000000.000000
