Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Investasi Pada Entitas Asosiasi,Aset Tetap,Properti Investasi,Aset Tak Berwujud,Tanaman Perkebunan,Tanaman Telah Menghasilkan,Tanaman Belum Menghasilkan,Total Tanaman Perkebunan,Aset Pajak Tangguhan,Goodwill,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Utang Lain-Lain,Beban Akrual,Utang Pajak,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Utang Pembiayaan Konsumen,Surat Berharga Jangka Menengah,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank,Utang Pembiayaan Konsumen,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Liabilitas Pajak Tangguhan,Utang Obligasi,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2017,,,23677337450.000000,26675926716.000000,25809676716.000000,866250000.000000,26675926716.000000,357361369.000000,,357361369.000000,357361369.000000,31982924333.000000,76992014414.000000,159685564282.000000,,82209242540.000000,664689035756.000000,,,,,,,4517862136.000000,,53610916016.000000,805027056448.000000,964712620730.000000,,,387560222420.000000,190392487188.000000,,48020934635.000000,,48020934635.000000,,2549835783.000000,4954805991.000000,7504641774.000000,1055583315.000000,2848645812.000000,,96214365560.000000,2407932497.000000,,98622298057.000000,39115631639.000000,387560222420.000000,162637481180.000000,,133123903578.000000,,,133123903578.000000,1636407810.000000,,27877169792.000000,162637481180.000000,550197703600.000000,,281475000000.000000,23903485941.000000,34781208713.000000,,,34781208713.000000,55870074830.000000,18485147646.000000,414514917130.000000,964712620730.000000,2814750000.000000
12M 2018,,,114347888130.000000,18014338250.000000,17798338250.000000,216000000.000000,18014338250.000000,3805005037.000000,2999820625.000000,805184412.000000,3805005037.000000,53798706472.000000,89806747953.000000,279772685842.000000,,70525963025.000000,561513752236.000000,113333230074.000000,,,,,,3113595758.000000,,49888441013.000000,798374982106.000000,1078147667948.000000,,,194286506334.000000,2123210437.000000,,34137495757.000000,4416783907.000000,38554279664.000000,,850360000.000000,2333302137.000000,3183662137.000000,1630458355.000000,19605433826.000000,,109779226611.000000,945555476.000000,,110724782087.000000,18464679828.000000,194286506334.000000,218038478987.000000,,186916806475.000000,695124027.000000,,187611930502.000000,2291395188.000000,,28135153297.000000,218038478987.000000,412324985321.000000,,351843800000.000000,110222836941.000000,119297581499.000000,,,119297581499.000000,50707923341.000000,33750540846.000000,665822682627.000000,1078147667948.000000,3518438000.000000
12M 2019,,,98502207941.000000,27687493239.000000,27469153239.000000,218340000.000000,27687493239.000000,839686009.000000,468108595.000000,371577414.000000,839686009.000000,46919538490.000000,148236895994.000000,322185821673.000000,,61859828187.000000,826199341899.000000,106759608033.000000,,,,,,2852983321.000000,,40249410000.000000,1037921171440.000000,1360106993113.000000,,,287679932850.000000,97094866715.000000,,52555515086.000000,7118209055.000000,59673724141.000000,,510048000.000000,4459373950.000000,4969421950.000000,3118376318.000000,5057201153.000000,,73577179945.000000,799695777.000000,,74376875722.000000,43389466851.000000,287679932850.000000,370969401954.000000,,333415228185.000000,452712942.000000,,333867941127.000000,3873063534.000000,,33228397293.000000,370969401954.000000,658649334804.000000,,355444570000.000000,134481787113.000000,111591772076.000000,1000000000.000000,110591772076.000000,111591772076.000000,61652691567.000000,38286837553.000000,701457658309.000000,1360106993113.000000,3554445700.000000
12M 2020,,,26183497140.000000,34393879840.000000,34285879840.000000,108000000.000000,34393879840.000000,807787581.000000,610470060.000000,197317521.000000,807787581.000000,110114234591.000000,191870854898.000000,363370254050.000000,,46312554934.000000,857429044834.000000,105523966068.000000,,,,,,2672730881.000000,,58645445720.000000,1070583742437.000000,1433953996487.000000,,,498943672821.000000,185047045033.000000,,123376030249.000000,6189702275.000000,129565732524.000000,,90166387502.000000,816156921.000000,90982544423.000000,2793822801.000000,2309247197.000000,,68485705852.000000,541657359.000000,,69027363211.000000,19217917632.000000,498943672821.000000,311602603063.000000,,264705881593.000000,204828509.000000,,264910710102.000000,6080147923.000000,,40611745038.000000,311602603063.000000,810546275884.000000,,355444570000.000000,117783124148.000000,56318262829.000000,1150000000.000000,55168262829.000000,56318262829.000000,58086114240.000000,35775649386.000000,623407720603.000000,1433953996487.000000,3554445700.000000
12M 2021,,,90763070618.000000,42984511527.000000,42754332117.000000,230179410.000000,42984511527.000000,1318384177.000000,350000000.000000,968384177.000000,1318384177.000000,429327199094.000000,244623574563.000000,809016739979.000000,,41641580391.000000,821145104544.000000,100494710281.000000,,,,,,2496699586.000000,,45407759967.000000,1011185854769.000000,1820202594748.000000,,,787148083629.000000,508358165634.000000,,142406494448.000000,6195721787.000000,148602216235.000000,,,2145873785.000000,2145873785.000000,5441172353.000000,17671923038.000000,,58974138025.000000,203364173.000000,,59177502198.000000,45751230386.000000,787148083629.000000,323254230699.000000,,278843345672.000000,,,278843345672.000000,8936031254.000000,,35474853773.000000,323254230699.000000,1110402314328.000000,,355444570000.000000,117783124148.000000,134855410906.000000,1150000000.000000,133705410906.000000,134855410906.000000,63617144464.000000,38100030902.000000,709800280420.000000,1820202594748.000000,3554445700.000000
12M 2022,,,457603972507.000000,92646280180.000000,92585937180.000000,60343000.000000,92646280180.000000,1271259381.000000,753500000.000000,517759381.000000,1271259381.000000,693644234553.000000,184068929489.000000,1429234676110.000000,,36578324522.000000,945740264206.000000,94628813241.000000,1668550520.000000,,,,,2514053150.000000,3200000000.000000,48099318408.000000,1132429324047.000000,2561664000157.000000,,,1423463510265.000000,1084687058283.000000,,112377357448.000000,3130694298.000000,115508051746.000000,,,5697727961.000000,5697727961.000000,6278616162.000000,28301142696.000000,,145461672378.000000,5066483803.000000,,150528156181.000000,32462757236.000000,1423463510265.000000,492827693875.000000,,337755416657.000000,,9136951846.000000,346892368503.000000,13521551785.000000,90000000000.000000,42413773587.000000,492827693875.000000,1916291204140.000000,,355444570000.000000,117783124148.000000,90073841753.000000,1150000000.000000,88923841753.000000,90073841753.000000,38479538533.000000,43591721583.000000,645372796017.000000,2561664000157.000000,3554445700.000000
12M 2023,,,421266153510.000000,121297459785.000000,121240467663.000000,56992122.000000,121297459785.000000,22044076101.000000,20428500000.000000,1615576101.000000,22044076101.000000,331711608612.000000,529356810465.000000,1425676108473.000000,,33869725924.000000,1055454940845.000000,88739891196.000000,3091969110.000000,21338807471.000000,3258916056.000000,18079891415.000000,21338807471.000000,2747287807.000000,3200000000.000000,46087457143.000000,1254530079496.000000,2680206187969.000000,,,1693114250515.000000,1425048011243.000000,,98416959093.000000,1504361659.000000,99921320752.000000,,,8751267419.000000,8751267419.000000,6418848605.000000,9546651808.000000,,88550000000.000000,5596228073.000000,,94146228073.000000,49281922615.000000,1693114250515.000000,466027302368.000000,,313351560688.000000,,4444186402.000000,317795747090.000000,20856131564.000000,90000000000.000000,37375423714.000000,466027302368.000000,2159141552883.000000,,355444570000.000000,117783124148.000000,-62159673303.000000,2150000000.000000,-64309673303.000000,-62159673303.000000,60598292590.000000,49398321651.000000,521064635086.000000,2680206187969.000000,3554445700.000000
12M 2024,,,276096170712.000000,86211560359.000000,82456203548.000000,3755356811.000000,86211560359.000000,33649261953.000000,32619403750.000000,1029858203.000000,33649261953.000000,344634464156.000000,836120023154.000000,1576711480334.000000,,31425782065.000000,1284153146028.000000,87292973879.000000,3661568459.000000,22530784769.000000,3073295952.000000,19457488817.000000,22530784769.000000,2745389296.000000,3200000000.000000,62085476977.000000,1497095121473.000000,3073806601807.000000,,,1811731208213.000000,1357809800000.000000,,153866304359.000000,4408262754.000000,158274567113.000000,,,6638471181.000000,6638471181.000000,5425433764.000000,12452818772.000000,,166100000000.000000,4741659123.000000,90000000000.000000,260841659123.000000,10288458260.000000,1811731208213.000000,757183352849.000000,,696075578598.000000,,544228960.000000,696619807558.000000,23071636864.000000,,37491908427.000000,757183352849.000000,2568914561062.000000,,355444570000.000000,117783124148.000000,-83010621155.000000,2150000000.000000,-85160621155.000000,-83010621155.000000,62429600354.000000,52245367398.000000,504892040745.000000,3073806601807.000000,3554445700.000000
