Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Penjualan,Beban Umum Dan Administrasi,Others,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Beban Keuangan,Pendapatan Keuangan,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2017,174145865923.0,-141058151398.0,33087714525.0,-17114338669.0,-4498002061.0,-14631553862.0,2015217254.0,-17114338669.0,15973375856.0,-14222426279.0,-14256268905.0,33842626.0,-14222426279.0,1750949577.0,-931538252.0,819411325.0,-67256786.0,752154539.0,819411325.0,819589895.0,-178570.0,819411325.0,752154539.0,752333109.0,-178570.0,752154539.0
12M 2018,224862904994.0,-187085808993.0,37777096001.0,-18803118694.0,-8008629593.0,-15051859627.0,4257370526.0,-18803118694.0,18973977307.0,-14706770197.0,-14730488067.0,23717870.0,-14706770197.0,4267207110.0,-1808371356.0,2458835754.0,131967852.0,2590803606.0,2458835754.0,2460304761.0,-1469007.0,2458835754.0,2590803606.0,2592272613.0,-1469007.0,2590803606.0
12M 2019,265850394862.0,-214717563667.0,51132831195.0,-21596007355.0,-8159386387.0,-15296655419.0,1860034451.0,-21596007355.0,29536823840.0,-24229728843.0,-24335815385.0,106086542.0,-24229728843.0,5307094997.0,-2205016814.0,3102078183.0,59785269.0,3161863452.0,3102078183.0,3102577643.0,-499460.0,3102078183.0,3161863452.0,3162362912.0,-499460.0,3161863452.0
12M 2020,195244739325.0,-151981192616.0,43263546709.0,-15330428349.0,-3532070832.0,-12640916028.0,842558511.0,-15330428349.0,27933118360.0,-24690642555.0,-24765989597.0,75347042.0,-24690642555.0,3242475805.0,-1096804013.0,2145671792.0,-185922940.0,1959748852.0,2145671792.0,2143841006.0,1830786.0,2145671792.0,1959748852.0,1957918066.0,1830786.0,1959748852.0
12M 2021,283466831736.0,-235047768368.0,48419063368.0,-91161342629.0,-7034161032.0,-17652150398.0,-66475031199.0,-91161342629.0,-42742279261.0,-34619913933.0,-34689977398.0,70063465.0,-34619913933.0,-77362193194.0,7069988087.0,-70292205107.0,105820287.0,-70186384820.0,-70292205107.0,-70266357174.0,-25847933.0,-70292205107.0,-70186384820.0,-70160536887.0,-25847933.0,-70186384820.0
12M 2022,315679393887.0,-284797728720.0,30881665167.0,-57263292247.0,-8573054339.0,-22405971313.0,-26284266595.0,-57263292247.0,-26381627080.0,-35817150870.0,-35859982540.0,42831670.0,-35817150870.0,-62198777950.0,4143229066.0,-58055548884.0,-656667245.0,-58712216129.0,-58055548884.0,-58038749884.0,-16799000.0,-58055548884.0,-58712216129.0,-58694955953.0,-17260176.0,-58712216129.0
12M 2023,245267967628.0,-235841554878.0,9426412750.0,-30835486700.0,-11553755304.0,-14772850981.0,-4508880415.0,-30835486700.0,-21409073950.0,-4531506904.0,-4554130354.0,22623450.0,-4531506904.0,-25940580854.0,830727838.0,-25109853016.0,-87055125.0,-25196908141.0,-25109853016.0,-25079835225.0,-30017791.0,-25109853016.0,-25196908141.0,-25166829897.0,-30078244.0,-25196908141.0
