Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2013,0.79,10113.00,0.79,10113.00,"1,135 B",,"1,135 B","1,069 B",(335 B)
12M 2014,0.72,13230.69,0.72,13230.69,,,"1,166 B","1,017 B",(399 B)
12M 2015,0.37,16303.64,0.37,16303.64,550 B,,550 B,235 B,(169 B)
12M 2016,0.76,1058.31,0.76,1058.31,570 B,,570 B,421 B,(16 B)
12M 2017,0.67,1346.82,0.67,1346.82,715 B,,715 B,588 B,69 B
12M 2018,0.53,1690.98,0.53,1690.98,909 B,,909 B,744 B,5 B
12M 2019,0.46,1811.56,0.46,1811.56,685 B,,685 B,588 B,115 B
12M 2020,0.48,1974.42,0.48,1974.42,710 B,,710 B,171 B,302 B
12M 2021,0.77,2232.62,0.77,2232.62,536 B,,536 B,111 B,404 B
12M 2022,0.62,2613.10,0.62,2613.10,424 B,,424 B,(55 B),586 B
12M 2023,0.95,2785.45,0.95,2785.45,603 B,,603 B,226 B,634 B
12M 2024,0.29,3226.22,0.29,3226.22,455 B,,455 B,226 B,817 B
