Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2019,(0 B),,(0 B),-21.17
12M 2020,(0 B),(1 B),(1 B),-382.10
12M 2021,76 B,(200 B),(125 B),-44496.34
12M 2022,131 B,(257 B),(126 B),-18.01
12M 2023,176 B,(236 B),(60 B),-8.60
12M 2024,199 B,(411 B),(212 B),-30.34
