Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2019,0.00 B,-21.17,-0.00,0.00,(0.06 B),-0.02%,-0.02%,-0.04%,
12M 2020,0.00 B,-49.83,-0.00,0.00,,-0.04%,-0.05%,-0.05%,
12M 2021,0.00 B,32198.72,0.00,0.00,106.30 B,20.68%,24.37%,26.74%,911.73
12M 2022,7.00 B,20.36,14.64,5.62,167.22 B,19.90%,20.38%,26.08%,111.36
12M 2023,7.00 B,28.31,9.40,3.23,265.49 B,18.95%,22.80%,25.16%,22.24
12M 2024,7.00 B,20.22,14.05,2.66,234.73 B,10.31%,14.58%,15.53%,13.26
