Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2020,(2 B),(0 B),(2 B),-11747212.04
12M 2021,(6 B),(0 B),(6 B),-28975196.12
12M 2022,1 B,(27 B),(26 B),-128111292.26
12M 2023,(134 B),(6 B),(140 B),-33.44
12M 2024,9 B,(7 B),2 B,0.36
