Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2020,0.00 B,6314266.96,0.00,0.00,1.75 B,12.26%,25.74%,37.79%,
12M 2021,0.00 B,11206554.38,0.00,0.00,3.69 B,11.95%,31.35%,30.86%,
12M 2022,0.00 B,7348206.65,0.00,0.00,3.44 B,2.82%,68.51%,27.32%,
12M 2023,4.18 B,0.99,151.52,8.89,9.31 B,2.39%,2.68%,8.37%,
12M 2024,5.29 B,0.06,2366.67,11.93,5.41 B,0.18%,0.21%,1.78%,
