Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Usaha,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Pajak Tangguhan,Others,Total Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Others,Total Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2020,17173727817.000000,-13116599894.000000,4057127923.000000,-2408414827.000000,-2408414827.000000,-2408414827.000000,1648713096.000000,-72586930.000000,-72586930.000000,-72586930.000000,1576126166.000000,-313272773.000000,-327746465.000000,14473692.000000,,-313272773.000000,1262853393.000000,,,,1262853393.000000,1262853393.000000,1262853393.000000,,1262853393.000000,1262853393.000000,1262853393.000000,,1262853393.000000
12M 2021,31530352780.000000,-23839994057.000000,7690358723.000000,-4239589626.000000,-4239589626.000000,-4239589626.000000,3450769097.000000,-570116064.000000,-570116064.000000,-570116064.000000,2880653033.000000,-639342158.000000,-643265347.000000,3923189.000000,,-639342158.000000,2241310875.000000,2767823.000000,2767823.000000,2767823.000000,2244078698.000000,2241310875.000000,2241310875.000000,,2241310875.000000,2244078698.000000,2244078698.000000,,2244078698.000000
12M 2022,51013102540.000000,-40066388734.000000,10946713806.000000,-8062888701.000000,-8062888701.000000,-8062888701.000000,2883825105.000000,-888257766.000000,-888257766.000000,-888257766.000000,1995567339.000000,-525926009.000000,-532995683.000000,7069674.000000,,-525926009.000000,1469641330.000000,2398633.000000,2398633.000000,2398633.000000,1472039963.000000,1469641330.000000,1469641330.000000,,1469641330.000000,1472039963.000000,1472039963.000000,,1472039963.000000
12M 2023,70532772272.0,-46613273168.0,23919499104.0,-16916393346.0,-16916393346.0,-16916393346.0,7003105758.0,-1651870097.0,-1651870097.0,-1651870097.0,5351235661.0,-1212495510.0,-1119715208.0,13992495.0,-106772797.0,-1212495510.0,4138740151.0,-37015302.0,-37015302.0,-37015302.0,4101724849.0,4138740151.0,4137984329.0,755822.0,4138740151.0,4101724849.0,4100969027.0,755822.0,4101724849.0
12M 2024,62955259038.000000,-40436156520.000000,22519102518.000000,-19680169051.000000,-19680169051.000000,-19680169051.000000,2838933467.000000,-1289961356.000000,-1289961356.000000,-1289961356.000000,1548972111.000000,-1222785005.000000,-1203097748.000000,-19687257.000000,,-1222785005.000000,326187106.000000,-26060373.000000,-26060373.000000,-26060373.000000,300126733.000000,326187106.000000,325652101.000000,535005.000000,326187106.000000,300126733.000000,299605304.000000,521429.000000,300126733.000000
